ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:	modulus			
135	00:00:03:121	13	7	256				0,051708461	0,027843017	1,018258919	1,01995109			
136	00:00:03:121	9	10	256				0,035798165	0,039775739	1,018258919	1,019664084			
137	00:00:03:121	13	7	253				0,051708461	0,027843017	1,006326198	1,008038399			
138	00:00:03:121	15	3	255				0,059663609	0,011932722	1,014281346	1,016104711			
139	00:00:03:121	15	8	253				0,059663609	0,031820591	1,006326198	1,008595416			
140	00:00:03:121	16	3	250				0,063641182	0,011932722	0,994393476	0,99649936			
141	00:00:03:121	9	4	247				0,035798165	0,015910296	0,982460754	0,983241466			
142	00:00:03:121	13	6	248				0,051708461	0,023865443	0,986438328	0,988080918			
143	00:00:03:121	9	8	254				0,035798165	0,031820591	1,010303772	1,011438466			
144	00:00:03:121	13	6	248				0,051708461	0,023865443	0,986438328	0,988080918			
145	00:00:03:121	13	5	248				0,051708461	0,01988787	0,986438328	0,987992848			
146	00:00:03:121	11	7	253				0,043753313	0,027843017	1,006326198	1,007661651			
147	00:00:03:121	15	8	253				0,059663609	0,031820591	1,006326198	1,008595416			
148	00:00:03:121	14	7	254				0,055686035	0,027843017	1,010303772	1,012220272			
149	00:00:03:122	12	5	255				0,047730887	0,01988787	1,014281346	1,015598549			
150	00:00:03:122	10	7	252				0,039775739	0,027843017	1,002348624	1,003523845			
151	00:00:03:122	15	3	254				0,059663609	0,011932722	1,010303772	1,012134303			
152	00:00:03:122	12	5	253				0,047730887	0,01988787	1,006326198	1,0076538			
153	00:00:03:122	14	8	252				0,055686035	0,031820591	1,002348624	1,004398451			
154	00:00:03:122	11	6	248				0,043753313	0,023865443	0,986438328	0,987696556			
155	00:00:03:122	11	6	247				0,043753313	0,023865443	0,982460754	0,98372407			
156	00:00:03:122	10	6	244				0,039775739	0,023865443	0,970528033	0,971635904			
157	00:00:03:122	11	9	249				0,043753313	0,035798165	0,990415902	0,992027984			
158	00:00:03:122	11	7	254				0,043753313	0,027843017	1,010303772	1,011633974			
159	00:00:03:122	13	8	253				0,051708461	0,031820591	1,006326198	1,008156105			
160	00:00:03:122	12	4	255				0,047730887	0,015910296	1,014281346	1,015528445			
161	00:00:03:122	14	5	255				0,055686035	0,01988787	1,014281346	1,016003499			
162	00:00:03:122	13	5	250				0,051708461	0,01988787	0,994393476	0,995935579			
163	00:00:03:123	13	4	251				0,051708461	0,015910296	0,99837105	0,999835814			
164	00:00:03:123	14	7	249				0,055686035	0,027843017	0,990415902	0,992370811			
165	00:00:03:123	15	6	248				0,059663609	0,023865443	0,986438328	0,98852915			
166	00:00:03:124	14	8	249				0,055686035	0,031820591	0,990415902	0,992490375			
167	00:00:03:124	12	6	252				0,047730887	0,023865443	1,002348624	1,003768181			
168	00:00:03:124	11	6	252				0,043753313	0,023865443	1,002348624	1,003586905			
169	00:00:03:124	12	5	253				0,047730887	0,01988787	1,006326198	1,0076538			
170	00:00:03:124	10	6	255				0,039775739	0,023865443	1,014281346	1,015341478			
171	00:00:03:124	9	8	249				0,035798165	0,031820591	0,990415902	0,991573355			
172	00:00:03:124	14	5	248				0,055686035	0,01988787	0,986438328	0,988209005			
173	00:00:03:124	16	4	247				0,063641182	0,015910296	0,982460754	0,9846484			
174	00:00:03:124	16	6	243				0,063641182	0,023865443	0,966550459	0,96893733			
175	00:00:03:124	16	3	252				0,063641182	0,011932722	1,002348624	1,00443783			
176	00:00:03:124	10	9	252				0,039775739	0,035798165	1,002348624	1,003776062			
177	00:00:03:124	13	9	253				0,051708461	0,035798165	1,006326198	1,008289487			
178	00:00:03:124	11	9	253				0,043753313	0,035798165	1,006326198	1,007912832			
179	00:00:03:124	11	9	252				0,043753313	0,035798165	1,002348624	1,003941544			
180	00:00:03:124	16	6	255				0,063641182	0,023865443	1,014281346	1,016556151			
181	00:00:03:124	16	2	254				0,063641182	0,007955148	1,010303772	1,012337491			
182	00:00:03:124	14	4	250				0,055686035	0,015910296	0,994393476	0,99607854			
183	00:00:03:125	12	5	251				0,047730887	0,01988787	0,99837105	0,999709217			
184	00:00:03:125	13	6	250				0,051708461	0,023865443	0,994393476	0,996022946			
185	00:00:03:125	16	3	247				0,063641182	0,011932722	0,982460754	0,984592161			
186	00:00:03:125	15	6	253				0,059663609	0,023865443	1,006326198	1,008375784			
187	00:00:03:125	9	6	252				0,035798165	0,023865443	1,002348624	1,003271564			
188	00:00:03:125	11	7	250				0,043753313	0,027843017	0,994393476	0,995744933			
189	00:00:03:125	14	8	255				0,055686035	0,031820591	1,014281346	1,016307105			
190	00:00:03:125	15	5	250				0,059663609	0,01988787	0,994393476	0,996380278			
191	00:00:03:125	12	8	250				0,047730887	0,031820591	0,994393476	0,996046772			
192	00:00:03:125	12	7	253				0,047730887	0,027843017	1,006326198	1,007842194			
193	00:00:03:125	14	8	253				0,055686035	0,031820591	1,006326198	1,008367939			
194	00:00:03:125	14	5	255				0,055686035	0,01988787	1,014281346	1,016003499			
195	00:00:03:125	13	6	253				0,051708461	0,023865443	1,006326198	1,007936377			
196	00:00:03:125	12	7	251				0,047730887	0,027843017	0,99837105	0,999899107			
197	00:00:03:125	11	6	248				0,043753313	0,023865443	0,986438328	0,987696556			
198	00:00:03:125	14	5	248				0,055686035	0,01988787	0,986438328	0,988209005			
199	00:00:03:125	14	4	248				0,055686035	0,015910296	0,986438328	0,988136958			
0	00:00:05:027	12	4	253				0,047730887	0,015910296	1,006326198	1,007583144			
1	00:00:05:028	11	6	255				0,043753313	0,023865443	1,014281346	1,015505076			
2	00:00:05:028	13	8	257				0,051708461	0,031820591	1,022236493	1,02403797			
3	00:00:05:028	12	7	256				0,047730887	0,027843017	1,018258919	1,019757176			
4	00:00:05:028	15	5	251				0,059663609	0,01988787	0,99837105	1,000349952			
5	00:00:05:028	16	3	249				0,063641182	0,011932722	0,990415902	0,992530226			
6	00:00:05:028	11	3	247				0,043753313	0,011932722	0,982460754	0,983506927			
7	00:00:05:028	9	5	245				0,035798165	0,01988787	0,974505607	0,975365682			
8	00:00:05:028	12	7	251				0,047730887	0,027843017	0,99837105	0,999899107			
9	00:00:05:028	11	4	259				0,043753313	0,015910296	1,030191641	1,031243088			
10	00:00:05:028	10	9	248				0,039775739	0,035798165	0,986438328	0,987888756			
11	00:00:05:028	13	5	253				0,051708461	0,01988787	1,006326198	1,007850043			
12	00:00:05:028	14	3	256				0,055686035	0,011932722	1,018258919	1,019850259			
13	00:00:05:028	14	4	250				0,055686035	0,015910296	0,994393476	0,99607854			
14	00:00:05:028	14	4	251				0,055686035	0,015910296	0,99837105	1,000049411			
15	00:00:05:028	13	8	249				0,051708461	0,031820591	0,990415902	0,99227515			
16	00:00:05:028	12	6	250				0,047730887	0,023865443	0,994393476	0,995824373			
17	00:00:05:028	13	5	252				0,051708461	0,01988787	1,002348624	1,003878507			
18	00:00:05:029	14	7	253				0,055686035	0,027843017	1,006326198	1,008250259			
19	00:00:05:029	13	6	250				0,051708461	0,023865443	0,994393476	0,996022946			
20	00:00:05:029	12	5	250				0,047730887	0,01988787	0,994393476	0,995736988			
21	00:00:05:029	12	4	251				0,047730887	0,015910296	0,99837105	0,999637999			
22	00:00:05:029	12	4	253				0,047730887	0,015910296	1,006326198	1,007583144			
23	00:00:05:029	11	7	256				0,043753313	0,027843017	1,018258919	1,019578743			
24	00:00:05:029	14	7	252				0,055686035	0,027843017	1,002348624	1,004280305			
25	00:00:05:029	17	2	246				0,067618756	0,007955148	0,97848318	0,980849079			
26	00:00:05:029	16	6	250				0,063641182	0,023865443	0,994393476	0,996713672			
27	00:00:05:029	17	6	250				0,067618756	0,023865443	0,994393476	0,996975547			
28	00:00:05:029	12	6	255				0,047730887	0,023865443	1,014281346	1,015684225			
29	00:00:05:029	12	7	255				0,047730887	0,027843017	1,014281346	1,015785469			
30	00:00:05:029	10	6	252				0,039775739	0,023865443	1,002348624	1,003421363			
31	00:00:05:030	12	5	250				0,047730887	0,01988787	0,994393476	0,995736988			
32	00:00:05:030	10	4	253				0,039775739	0,015910296	1,006326198	1,00723764			
33	00:00:05:030	12	6	248				0,047730887	0,023865443	0,986438328	0,987880748			
34	00:00:05:030	11	5	254				0,043753313	0,01988787	1,010303772	1,011446287			
35	00:00:05:030	9	5	249				0,035798165	0,01988787	0,990415902	0,991262173			
36	00:00:05:031	10	9	252				0,039775739	0,035798165	1,002348624	1,003776062			
37	00:00:05:031	15	5	249				0,059663609	0,01988787	0,990415902	0,992410667			
38	00:00:05:031	14	6	252				0,055686035	0,023865443	1,002348624	1,004177901			
39	00:00:05:031	12	3	253				0,047730887	0,011932722	1,006326198	1,007528185			
40	00:00:05:031	16	4	248				0,063641182	0,015910296	0,986438328	0,988617172			
41	00:00:05:031	11	7	248				0,043753313	0,027843017	0,986438328	0,987800669			
42	00:00:05:031	12	9	250				0,047730887	0,035798165	0,994393476	0,996181776			
43	00:00:05:031	10	7	254				0,039775739	0,027843017	1,010303772	1,011469749			
44	00:00:05:031	10	7	254				0,039775739	0,027843017	1,010303772	1,011469749			
45	00:00:05:031	8	5	253				0,031820591	0,01988787	1,006326198	1,007025568			
46	00:00:05:031	13	5	252				0,051708461	0,01988787	1,002348624	1,003878507			
47	00:00:05:031	15	6	255				0,059663609	0,023865443	1,014281346	1,016314889			
48	00:00:05:031	12	8	252				0,047730887	0,031820591	1,002348624	1,00398882			
49	00:00:05:031	12	7	247				0,047730887	0,027843017	0,982460754	0,984013519			
50	00:00:05:031	12	5	251				0,047730887	0,01988787	0,99837105	0,999709217			
51	00:00:05:031	10	5	251				0,039775739	0,01988787	0,99837105	0,999360991			
52	00:00:05:031	6	8	247				0,023865443	0,031820591	0,982460754	0,983265602			
53	00:00:05:031	9	7	250				0,035798165	0,027843017	0,994393476	0,995427108			
54	00:00:05:032	10	7	252				0,039775739	0,027843017	1,002348624	1,003523845			
55	00:00:05:032	14	6	253				0,055686035	0,023865443	1,006326198	1,008148258			
56	00:00:05:032	13	7	253				0,051708461	0,027843017	1,006326198	1,008038399			
57	00:00:05:032	15	8	253				0,059663609	0,031820591	1,006326198	1,008595416			
58	00:00:05:032	16	3	254				0,063641182	0,011932722	1,010303772	1,012376561			
59	00:00:05:032	15	5	252				0,059663609	0,01988787	1,002348624	1,004319689			
60	00:00:05:032	11	5	254				0,043753313	0,01988787	1,010303772	1,011446287			
61	00:00:05:032	14	6	250				0,055686035	0,023865443	0,994393476	0,996237361			
62	00:00:05:032	12	8	251				0,047730887	0,031820591	0,99837105	1,00001777			
63	00:00:05:032	14	4	247				0,055686035	0,015910296	0,982460754	0,984166249			
64	00:00:05:032	10	8	252				0,039775739	0,031820591	1,002348624	1,003642079			
65	00:00:05:032	9	4	249				0,035798165	0,015910296	0,990415902	0,991190348			
66	00:00:05:032	11	4	248				0,043753313	0,015910296	0,986438328	0,987536362			
67	00:00:05:032	11	6	253				0,043753313	0,023865443	1,006326198	1,00755959			
68	00:00:05:032	14	3	252				0,055686035	0,011932722	1,002348624	1,003965183			
69	00:00:05:032	14	4	250				0,055686035	0,015910296	0,994393476	0,99607854			
70	00:00:05:032	12	8	252				0,047730887	0,031820591	1,002348624	1,00398882			
71	00:00:05:033	14	6	247				0,055686035	0,023865443	0,982460754	0,984326992			
72	00:00:05:033	14	7	255				0,055686035	0,027843017	1,014281346	1,016190344			
73	00:00:05:033	19	6	257				0,075573904	0,023865443	1,022236493	1,025304064			
74	00:00:05:033	15	6	257				0,059663609	0,023865443	1,022236493	1,024254243			
75	00:00:05:034	17	7	251				0,067618756	0,027843017	0,99837105	1,001045595			
76	00:00:05:034	16	9	252				0,063641182	0,035798165	1,002348624	1,005004713			
77	00:00:05:034	17	7	245				0,067618756	0,027843017	0,974505607	0,977245469			
78	00:00:05:034	12	8	246				0,047730887	0,031820591	0,97848318	0,980163314			
79	00:00:05:034	10	4	244				0,039775739	0,015910296	0,970528033	0,971473061			
80	00:00:05:034	11	8	251				0,043753313	0,031820591	0,99837105	0,999835814			
81	00:00:05:034	8	9	254				0,031820591	0,035798165	1,010303772	1,011438466			
82	00:00:05:034	12	7	257				0,047730887	0,027843017	1,022236493	1,023728929			
83	00:00:05:034	14	3	252				0,055686035	0,011932722	1,002348624	1,003965183			
84	00:00:05:034	15	5	248				0,059663609	0,01988787	0,986438328	0,988441121			
85	00:00:05:034	13	10	252				0,051708461	0,039775739	1,002348624	1,004469332			
86	00:00:05:034	15	7	253				0,059663609	0,027843017	1,006326198	1,008477762			
87	00:00:05:034	17	5	249				0,067618756	0,01988787	0,990415902	0,992920683			
88	00:00:05:034	15	6	249				0,059663609	0,023865443	0,990415902	0,992498345			
89	00:00:05:035	14	5	246				0,055686035	0,01988787	0,97848318	0,980268227			
90	00:00:05:035	11	10	246				0,043753313	0,039775739	0,97848318	0,980268227			
91	00:00:05:035	14	5	245				0,055686035	0,01988787	0,974505607	0,976297925			
92	00:00:05:035	7	10	248				0,027843017	0,039775739	0,986438328	0,987632481			
93	00:00:05:035	10	8	253				0,039775739	0,031820591	1,006326198	1,007614547			
94	00:00:05:035	13	7	252				0,051708461	0,027843017	1,002348624	1,004067608			
95	00:00:05:035	17	7	255				0,067618756	0,027843017	1,014281346	1,016914046			
96	00:00:05:035	15	5	253				0,059663609	0,01988787	1,006326198	1,008289487			
97	00:00:05:035	17	8	252				0,067618756	0,031820591	1,002348624	1,005130643			
98	00:00:05:035	17	7	252				0,067618756	0,027843017	1,002348624	1,005012584			
99	00:00:05:035	14	5	253				0,055686035	0,01988787	1,006326198	1,008061942			
100	00:00:06:023	10	7	251				0,039775739	0,027843017	0,99837105	0,999550947			
101	00:00:06:024	9	9	250				0,035798165	0,035798165	0,994393476	0,995681376			
102	00:00:06:024	13	5	251				0,051708461	0,01988787	0,99837105	0,999907018			
103	00:00:06:024	13	10	250				0,051708461	0,039775739	0,994393476	0,996531113			
104	00:00:06:024	13	4	253				0,051708461	0,015910296	1,006326198	1,0077794			
105	00:00:06:024	13	5	249				0,051708461	0,01988787	0,990415902	0,991964189			
106	00:00:06:024	11	5	254				0,043753313	0,01988787	1,010303772	1,011446287			
107	00:00:06:025	13	6	255				0,051708461	0,023865443	1,014281346	1,015878916			
108	00:00:06:025	10	8	256				0,039775739	0,031820591	1,018258919	1,01953219			
109	00:00:06:025	12	5	255				0,047730887	0,01988787	1,014281346	1,015598549			
110	00:00:06:025	18	5	255				0,07159633	0,01988787	1,014281346	1,016999612			
111	00:00:06:025	18	6	253				0,07159633	0,023865443	1,006326198	1,009152124			
112	00:00:06:025	13	5	249				0,051708461	0,01988787	0,990415902	0,991964189			
113	00:00:06:025	13	6	252				0,051708461	0,023865443	1,002348624	1,003965183			
114	00:00:06:025	10	7	249				0,039775739	0,027843017	0,990415902	0,991605265			
115	00:00:06:025	10	7	249				0,039775739	0,027843017	0,990415902	0,991605265			
116	00:00:06:025	13	5	250				0,051708461	0,01988787	0,994393476	0,995935579			
117	00:00:06:025	14	7	253				0,055686035	0,027843017	1,006326198	1,008250259			
118	00:00:06:025	15	5	255				0,059663609	0,01988787	1,014281346	1,016229266			
119	00:00:06:025	16	3	254				0,063641182	0,011932722	1,010303772	1,012376561			
120	00:00:06:025	13	8	255				0,051708461	0,031820591	1,014281346	1,016096926			
121	00:00:06:026	12	4	250				0,047730887	0,015910296	0,994393476	0,995665486			
122	00:00:06:026	16	3	250				0,063641182	0,011932722	0,994393476	0,99649936			
123	00:00:06:026	14	4	247				0,055686035	0,015910296	0,982460754	0,984166249			
124	00:00:06:026	17	4	246				0,067618756	0,015910296	0,97848318	0,980945854			
125	00:00:06:026	15	4	247				0,059663609	0,015910296	0,982460754	0,984399318			
126	00:00:06:027	8	8	254				0,031820591	0,031820591	1,010303772	1,011305498			
127	00:00:06:027	5	6	259				0,01988787	0,023865443	1,030191641	1,030659936			
128	00:00:06:027	11	9	257				0,043753313	0,035798165	1,022236493	1,023798471			
129	00:00:06:027	11	6	255				0,043753313	0,023865443	1,014281346	1,015505076			
130	00:00:06:027	14	4	251				0,055686035	0,015910296	0,99837105	1,000049411			
131	00:00:06:027	16	7	246				0,063641182	0,027843017	0,97848318	0,980945854			
132	00:00:06:027	11	5	245				0,043753313	0,01988787	0,974505607	0,975690041			
133	00:00:06:027	9	7	253				0,035798165	0,027843017	1,006326198	1,007347586			
134	00:00:06:027	11	7	254				0,043753313	0,027843017	1,010303772	1,011633974			
135	00:00:06:027	10	6	255				0,039775739	0,023865443	1,014281346	1,015341478			
136	00:00:06:027	10	7	249				0,039775739	0,027843017	0,990415902	0,991605265			
137	00:00:06:027	10	8	254				0,039775739	0,031820591	1,010303772	1,011587055			
138	00:00:06:027	16	5	251				0,063641182	0,01988787	0,99837105	1,000595063			
139	00:00:06:027	13	6	248				0,051708461	0,023865443	0,986438328	0,988080918			
140	00:00:06:027	13	5	246				0,051708461	0,01988787	0,97848318	0,980050318			
141	00:00:06:028	12	5	248				0,047730887	0,01988787	0,986438328	0,987792661			
142	00:00:06:028	10	9	250				0,039775739	0,035798165	0,994393476	0,995832317			
143	00:00:06:028	10	7	252				0,039775739	0,027843017	1,002348624	1,003523845			
144	00:00:06:028	10	7	252				0,039775739	0,027843017	1,002348624	1,003523845			
145	00:00:06:028	14	7	254				0,055686035	0,027843017	1,010303772	1,012220272			
146	00:00:06:028	12	7	255				0,047730887	0,027843017	1,014281346	1,015785469			
147	00:00:06:028	12	8	256				0,047730887	0,031820591	1,018258919	1,019873529			
148	00:00:06:028	14	6	250				0,055686035	0,023865443	0,994393476	0,996237361			
149	00:00:06:028	14	4	250				0,055686035	0,015910296	0,994393476	0,99607854			
150	00:00:06:028	12	3	247				0,047730887	0,011932722	0,982460754	0,983691904			
151	00:00:06:028	14	4	251				0,055686035	0,015910296	0,99837105	1,000049411			
152	00:00:06:028	18	5	251				0,07159633	0,01988787	0,99837105	1,001132516			
153	00:00:06:028	15	4	250				0,059663609	0,015910296	0,994393476	0,996308822			
154	00:00:06:028	14	2	251				0,055686035	0,007955148	0,99837105	0,999954485			
155	00:00:06:028	12	5	250				0,047730887	0,01988787	0,994393476	0,995736988			
156	00:00:06:028	14	8	251				0,055686035	0,031820591	0,99837105	1,000429027			
157	00:00:06:028	14	5	254				0,055686035	0,01988787	1,010303772	1,012032694			
158	00:00:06:033	14	8	252				0,055686035	0,031820591	1,002348624	1,004398451			
159	00:00:06:033	16	5	253				0,063641182	0,01988787	1,006326198	1,008532669			
160	00:00:06:033	12	7	253				0,047730887	0,027843017	1,006326198	1,007842194			
161	00:00:06:033	12	5	251				0,047730887	0,01988787	0,99837105	0,999709217			
162	00:00:06:033	12	3	248				0,047730887	0,011932722	0,986438328	0,987664519			
163	00:00:06:033	10	7	247				0,039775739	0,027843017	0,982460754	0,983659736			
164	00:00:06:033	13	5	250				0,051708461	0,01988787	0,994393476	0,995935579			
165	00:00:06:033	13	7	252				0,051708461	0,027843017	1,002348624	1,004067608			
166	00:00:06:033	15	5	249				0,059663609	0,01988787	0,990415902	0,992410667			
167	00:00:06:033	14	3	253				0,055686035	0,011932722	1,006326198	1,007936377			
168	00:00:06:033	12	6	252				0,047730887	0,023865443	1,002348624	1,003768181			
169	00:00:06:033	11	8	255				0,043753313	0,031820591	1,014281346	1,015723166			
170	00:00:06:033	10	9	255				0,039775739	0,035798165	1,014281346	1,015692013			
171	00:00:06:033	18	4	254				0,07159633	0,015910296	1,010303772	1,012962429			
172	00:00:06:033	13	6	252				0,051708461	0,023865443	1,002348624	1,003965183			
173	00:00:06:033	12	6	252				0,047730887	0,023865443	1,002348624	1,003768181			
174	00:00:06:033	13	6	253				0,051708461	0,023865443	1,006326198	1,007936377			
175	00:00:06:034	14	7	249				0,055686035	0,027843017	0,990415902	0,992370811			
176	00:00:06:034	13	5	248				0,051708461	0,01988787	0,986438328	0,987992848			
177	00:00:06:034	11	7	248				0,043753313	0,027843017	0,986438328	0,987800669			
178	00:00:06:034	9	7	250				0,035798165	0,027843017	0,994393476	0,995427108			
179	00:00:06:035	12	7	251				0,047730887	0,027843017	0,99837105	0,999899107			
180	00:00:06:035	10	6	248				0,039775739	0,023865443	0,986438328	0,987528351			
181	00:00:06:035	14	5	251				0,055686035	0,01988787	0,99837105	1,0001206			
182	00:00:06:035	11	6	252				0,043753313	0,023865443	1,002348624	1,003586905			
183	00:00:06:035	14	6	252				0,055686035	0,023865443	1,002348624	1,004177901			
184	00:00:06:035	15	5	254				0,059663609	0,01988787	1,010303772	1,012259346			
185	00:00:06:035	15	3	253				0,059663609	0,011932722	1,006326198	1,008163951			
186	00:00:06:035	12	5	250				0,047730887	0,01988787	0,994393476	0,995736988			
187	00:00:06:035	13	5	251				0,051708461	0,01988787	0,99837105	0,999907018			
188	00:00:06:035	10	8	254				0,039775739	0,031820591	1,010303772	1,011587055			
189	00:00:06:035	11	3	251				0,043753313	0,011932722	0,99837105	0,999400568			
190	00:00:06:035	13	7	251				0,051708461	0,027843017	0,99837105	1,000096871			
191	00:00:06:035	16	6	249				0,063641182	0,023865443	0,990415902	0,992745395			
192	00:00:06:036	9	7	255				0,035798165	0,027843017	1,014281346	1,015294731			
193	00:00:06:036	11	7	254				0,043753313	0,027843017	1,010303772	1,011633974			
194	00:00:06:036	10	7	253				0,039775739	0,027843017	1,006326198	1,007496779			
195	00:00:06:036	12	3	253				0,047730887	0,011932722	1,006326198	1,007528185			
196	00:00:06:036	12	7	252				0,047730887	0,027843017	1,002348624	1,003870627			
197	00:00:06:036	11	5	248				0,043753313	0,01988787	0,986438328	0,987608452			
198	00:00:06:036	11	4	251				0,043753313	0,015910296	0,99837105	0,999455974			
199	00:00:06:036	15	4	253				0,059663609	0,015910296	1,006326198	1,008218875			
0	00:00:07:020	14	6	255				0,055686035	0,023865443	1,014281346	1,016089141			
1	00:00:07:020	15	6	252				0,059663609	0,023865443	1,002348624	1,004406327			
2	00:00:07:020	14	4	248				0,055686035	0,015910296	0,986438328	0,988136958			
3	00:00:07:020	13	5	252				0,051708461	0,01988787	1,002348624	1,003878507			
4	00:00:07:020	9	7	255				0,035798165	0,027843017	1,014281346	1,015294731			
5	00:00:07:020	15	4	252				0,059663609	0,015910296	1,002348624	1,004248798			
6	00:00:07:021	15	7	247				0,059663609	0,027843017	0,982460754	0,984664468			
7	00:00:07:021	15	5	251				0,059663609	0,01988787	0,99837105	1,000349952			
8	00:00:07:021	15	5	253				0,059663609	0,01988787	1,006326198	1,008289487			
9	00:00:07:021	15	4	248				0,059663609	0,015910296	0,986438328	0,988369091			
10	00:00:07:022	15	3	254				0,059663609	0,011932722	1,010303772	1,012134303			
11	00:00:07:022	14	3	253				0,055686035	0,011932722	1,006326198	1,007936377			
12	00:00:07:022	14	5	253				0,055686035	0,01988787	1,006326198	1,008061942			
13	00:00:07:022	10	6	252				0,039775739	0,023865443	1,002348624	1,003421363			
14	00:00:07:022	9	8	255				0,035798165	0,031820591	1,014281346	1,015411595			
15	00:00:07:022	13	7	255				0,051708461	0,027843017	1,014281346	1,015980141			
16	00:00:07:022	12	7	255				0,047730887	0,027843017	1,014281346	1,015785469			
17	00:00:07:022	14	10	251				0,055686035	0,039775739	0,99837105	1,000713644			
18	00:00:07:022	16	9	244				0,063641182	0,035798165	0,970528033	0,973270965			
19	00:00:07:022	13	8	242				0,051708461	0,031820591	0,962572885	0,964485808			
20	00:00:07:022	12	7	245				0,047730887	0,027843017	0,974505607	0,976071026			
21	00:00:07:022	15	8	253				0,059663609	0,031820591	1,006326198	1,008595416			
22	00:00:07:022	12	9	255				0,047730887	0,035798165	1,014281346	1,016034642			
23	00:00:07:022	11	6	254				0,043753313	0,023865443	1,010303772	1,011532314			
24	00:00:07:022	13	8	257				0,051708461	0,031820591	1,022236493	1,02403797			
25	00:00:07:022	20	5	256				0,079551478	0,01988787	1,018258919	1,021555281			
26	00:00:07:022	13	6	253				0,051708461	0,023865443	1,006326198	1,007936377			
27	00:00:07:022	13	3	246				0,051708461	0,011932722	0,97848318	0,979921165			
28	00:00:07:023	9	1	248				0,035798165	0,003977574	0,986438328	0,987095692			
29	00:00:07:023	9	9	252				0,035798165	0,035798165	1,002348624	1,003626315			
30	00:00:07:023	10	7	250				0,039775739	0,027843017	0,994393476	0,995578087			
31	00:00:07:023	16	5	252				0,063641182	0,01988787	1,002348624	1,004563831			
32	00:00:07:023	15	9	246				0,059663609	0,035798165	0,97848318	0,980953918			
33	00:00:07:023	16	10	246				0,063641182	0,039775739	0,97848318	0,981357042			
34	00:00:07:023	19	7	255				0,075573904	0,027843017	1,014281346	1,017473978			
35	00:00:07:023	14	6	254				0,055686035	0,023865443	1,010303772	1,012118671			
36	00:00:07:023	13	7	254				0,051708461	0,027843017	1,010303772	1,012009244			
37	00:00:07:023	11	7	251				0,043753313	0,027843017	0,99837105	0,99971713			
38	00:00:07:023	14	3	251				0,055686035	0,011932722	0,99837105	0,999994039			
39	00:00:07:023	10	6	250				0,039775739	0,023865443	0,994393476	0,995474788			
40	00:00:07:023	7	7	251				0,027843017	0,027843017	0,99837105	0,999147247			
41	00:00:07:023	7	6	249				0,027843017	0,023865443	0,990415902	0,991094573			
42	00:00:07:023	10	6	250				0,039775739	0,023865443	0,994393476	0,995474788			
43	00:00:07:023	12	7	253				0,047730887	0,027843017	1,006326198	1,007842194			
44	00:00:07:023	13	6	250				0,051708461	0,023865443	0,994393476	0,996022946			
45	00:00:07:024	13	6	247				0,051708461	0,023865443	0,982460754	0,984109983			
46	00:00:07:024	14	9	250				0,055686035	0,035798165	0,994393476	0,996594616			
47	00:00:07:024	13	7	251				0,051708461	0,027843017	0,99837105	1,000096871			
48	00:00:07:024	9	9	254				0,035798165	0,035798165	1,010303772	1,011571415			
49	00:00:07:024	13	10	254				0,051708461	0,039775739	1,010303772	1,012407816			
50	00:00:07:025	12	13	260				0,047730887	0,051708461	1,034169215	1,036560644			
51	00:00:07:025	15	7	249				0,059663609	0,027843017	0,990415902	0,992601954			
52	00:00:07:025	14	7	251				0,055686035	0,027843017	0,99837105	1,000310413			
53	00:00:07:025	14	7	250				0,055686035	0,027843017	0,994393476	0,996340581			
54	00:00:07:025	13	7	248				0,051708461	0,027843017	0,986438328	0,98818499			
55	00:00:07:025	10	12	251				0,039775739	0,047730887	0,99837105	1,000302504			
56	00:00:07:025	11	8	255				0,043753313	0,031820591	1,014281346	1,015723166			
57	00:00:07:025	12	6	255				0,047730887	0,023865443	1,014281346	1,015684225			
58	00:00:07:025	14	8	251				0,055686035	0,031820591	0,99837105	1,000429027			
59	00:00:07:025	17	4	252				0,067618756	0,015910296	1,002348624	1,004752804			
60	00:00:07:025	15	3	256				0,059663609	0,011932722	1,018258919	1,020075175			
61	00:00:07:025	16	5	256				0,063641182	0,01988787	1,018258919	1,020439589			
62	00:00:07:025	17	6	253				0,067618756	0,023865443	1,006326198	1,008877729			
63	00:00:07:026	20	5	253				0,079551478	0,01988787	1,006326198	1,009661518			
64	00:00:07:026	20	4	254				0,079551478	0,015910296	1,010303772	1,013555764			
65	00:00:07:026	23	4	253				0,0914842	0,015910296	1,006326198	1,010601263			
66	00:00:07:026	25	4	252				0,099439348	0,015910296	1,002348624	1,007394702			
67	00:00:07:026	28	4	253				0,111372069	0,015910296	1,006326198	1,012595325			
68	00:00:07:026	33	3	255				0,131259939	0,011932722	1,014281346	1,02280898			
69	00:00:07:026	42	4	256				0,167058104	0,015910296	1,018258919	1,031994561			
70	00:00:07:026	56	2	253				0,222744139	0,007955148	1,006326198	1,030713661			
71	00:00:07:026	71	0	255				0,282407747	0	1,014281346	1,052863136			
72	00:00:07:026	76	1	254				0,302295617	0,003977574	1,010303772	1,054567291			
73	00:00:07:026	86	0	252				0,342071356	0	1,002348624	1,059110748			
74	00:00:07:026	95	0	254				0,377869521	0	1,010303772	1,078656148			
