ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:	modulus			
13	00:00:11:048	11	4	258				0,043753313	0,015910296	1,026214067	1,027269586			
14	00:00:11:048	14	4	255				0,055686035	0,015910296	1,014281346	1,015933423			
15	00:00:11:048	18	0	245				0,07159633	0	0,974505607	0,977132136			
16	00:00:11:048	17	0	240				0,067618756	0	0,954617737	0,957009572			
17	00:00:11:049	12	2	247				0,047730887	0,007955148	0,982460754	0,983651694			
18	00:00:11:049	12	2	245				0,047730887	0,007955148	0,974505607	0,975706257			
19	00:00:11:049	13	3	248				0,051708461	0,011932722	0,986438328	0,987864733			
20	00:00:11:049	14	0	251				0,055686035	0	0,99837105	0,999922841			
21	00:00:11:049	16	-1	255				0,063641182	-0,003977574	1,014281346	1,016283754			
22	00:00:11:049	15	3	257				0,059663609	0,011932722	1,022236493	1,024045694			
23	00:00:11:049	20	-1	256				0,079551478	-0,003977574	1,018258919	1,021369417			
24	00:00:11:049	14	-1	253				0,055686035	-0,003977574	1,006326198	1,007873589			
25	00:00:11:049	14	3	254				0,055686035	0,011932722	1,010303772	1,011907622			
26	00:00:11:049	18	-1	255				0,07159633	-0,003977574	1,014281346	1,016812915			
27	00:00:11:049	18	-1	253				0,07159633	-0,003977574	1,006326198	1,008877729			
28	00:00:11:049	12	-1	250				0,047730887	-0,003977574	0,994393476	0,995546304			
29	00:00:11:049	8	0	251				0,031820591	0	0,99837105	0,998878022			
30	00:00:11:049	8	1	254				0,031820591	0,003977574	1,010303772	1,010812585			
31	00:00:11:049	11	2	254				0,043753313	0,007955148	1,010303772	1,011282032			
32	00:00:11:049	10	0	253				0,039775739	0	1,006326198	1,007111973			
33	00:00:11:049	13	0	256				0,051708461	0	1,018258919	1,019570984			
34	00:00:11:049	8	5	255				0,031820591	0,01988787	1,014281346	1,014975234			
35	00:00:11:050	13	5	256				0,051708461	0,01988787	1,018258919	1,019764933			
36	00:00:11:050	14	7	253				0,055686035	0,027843017	1,006326198	1,008250259			
37	00:00:11:050	14	2	255				0,055686035	0,007955148	1,014281346	1,015839981			
38	00:00:11:050	13	-3	252				0,051708461	-0,011932722	1,002348624	1,003752419			
39	00:00:11:050	17	0	255				0,067618756	0	1,014281346	1,016532805			
40	00:00:11:050	19	-3	258				0,075573904	-0,011932722	1,026214067	1,029062251			
41	00:00:11:050	15	-3	262				0,059663609	-0,011932722	1,042124363	1,043899097			
42	00:00:11:050	27	-10	273				0,107394495	-0,039775739	1,085877676	1,091900185			
43	00:00:11:050	26	-8	294				0,103416922	-0,031820591	1,169406728	1,17440185			
44	00:00:11:050	28	-2	332				0,111372069	-0,007955148	1,320554536	1,325266503			
45	00:00:11:050	30	5	355				0,119327217	0,01988787	1,412038736	1,417211312			
46	00:00:11:050	18	1	354				0,07159633	0,003977574	1,408061162	1,409885844			
47	00:00:11:050	9	1	370				0,035798165	0,003977574	1,471702345	1,472143037			
48	00:00:11:050	2	7	384				0,007955148	0,027843017	1,527388379	1,527662849			
49	00:00:11:050	10	10	404				0,039775739	0,039775739	1,606939857	1,607924104			
50	00:00:11:050	29	6	440				0,115349643	0,023865443	1,750132518	1,754092053			
51	00:00:11:050	48	2	466				0,190923547	0,007955148	1,853549439	1,863373449			
52	00:00:11:051	55	0	473				0,218766565	0	1,881392457	1,894068738			
53	00:00:11:051	44	-7	478				0,175013252	-0,027843017	1,901280326	1,909521341			
54	00:00:11:051	33	-8	463				0,131259939	-0,031820591	1,841616718	1,846562714			
55	00:00:11:051	28	-10	448				0,111372069	-0,039775739	1,781953109	1,7858731			
56	00:00:11:051	28	-17	434				0,111372069	-0,067618756	1,726267074	1,73117707			
57	00:00:11:051	28	-28	435				0,111372069	-0,111372069	1,730244648	1,737398636			
58	00:00:11:052	32	-30	438				0,127282365	-0,119327217	1,74217737	1,750891708			
59	00:00:11:052	38	-35	446				0,151147808	-0,139215087	1,773997961	1,785859812			
60	00:00:11:052	48	-40	448				0,190923547	-0,159102956	1,781953109	1,799200499			
61	00:00:11:052	43	-36	453				0,171035678	-0,143192661	1,801840979	1,81559584			
62	00:00:11:052	30	-34	444				0,119327217	-0,135237513	1,766042813	1,775228264			
63	00:00:11:052	17	-39	423				0,067618756	-0,155125382	1,682513761	1,691002288			
64	00:00:11:052	25	-41	402				0,099439348	-0,16308053	1,598984709	1,610352615			
65	00:00:11:052	27	-50	374				0,107394495	-0,198878695	1,48761264	1,504685243			
66	00:00:11:052	8	-43	349				0,031820591	-0,171035678	1,388173293	1,399032109			
67	00:00:11:052	-1	-28	336				-0,003977574	-0,111372069	1,336464832	1,341103205			
68	00:00:11:052	-9	-26	320				-0,035798165	-0,103416922	1,272823649	1,27751971			
69	00:00:11:053	-21	-21	282				-0,083529052	-0,083529052	1,121675841	1,127878937			
70	00:00:11:053	-27	-17	252				-0,107394495	-0,067618756	1,002348624	1,01035075			
71	00:00:11:053	-38	-11	212				-0,151147808	-0,043753313	0,843245668	0,857801416			
72	00:00:11:053	-41	-8	163				-0,16308053	-0,031820591	0,648344546	0,669296989			
73	00:00:11:053	-30	0	128				-0,119327217	0	0,50912946	0,522926182			
74	00:00:11:053	-32	12	90				-0,127282365	0,047730887	0,357981651	0,382922839			
75	00:00:11:053	-43	31	61				-0,171035678	0,123304791	0,242632008	0,321446055			
76	00:00:11:053	-34	39	10				-0,135237513	0,155125382	0,039775739	0,2096072			
77	00:00:11:053	-34	34	-40				-0,135237513	0,135237513	-0,159102956	0,24878127			
78	00:00:11:053	-21	34	-61				-0,083529052	0,135237513	-0,242632008	0,29006306			
79	00:00:11:053	29	40	-72				0,115349643	0,159102956	-0,286385321	0,347326709			
80	00:00:11:053	57	25	-60				0,226721713	0,099439348	-0,238654434	0,343870408			
81	00:00:11:053	52	27	-52				0,206833843	0,107394495	-0,206833843	0,311599189			
82	00:00:11:053	32	31	-34				0,127282365	0,123304791	-0,135237513	0,222921638			
83	00:00:11:053	38	44	0				0,151147808	0,175013252	0	0,231247267			
84	00:00:11:053	60	44	34				0,238654434	0,175013252	0,135237513	0,325384023			
85	00:00:11:053	70	33	53				0,278430173	0,131259939	0,210811417	0,373087103			
86	00:00:11:054	68	26	66				0,270475025	0,103416922	0,262519878	0,390856093			
87	00:00:11:054	69	16	86				0,274452599	0,063641182	0,342071356	0,443156002			
88	00:00:11:054	82	16	125				0,32616106	0,063641182	0,497196738	0,598026616			
89	00:00:11:054	95	16	147				0,377869521	0,063641182	0,584703364	0,699080538			
90	00:00:11:054	100	13	161				0,39775739	0,051708461	0,640389399	0,755634362			
91	00:00:11:054	102	14	174				0,405712538	0,055686035	0,692097859	0,804178491			
92	00:00:11:054	107	12	183				0,425600408	0,047730887	0,727896024	0,844539263			
93	00:00:11:054	108	5	188				0,429577982	0,01988787	0,747783894	0,862620149			
94	00:00:11:054	106	1	197				0,421622834	0,003977574	0,783582059	0,889821599			
95	00:00:11:054	97	3	212				0,385824669	0,011932722	0,843245668	0,927397607			
96	00:00:11:054	100	9	236				0,39775739	0,035798165	0,938707441	1,020129458			
97	00:00:11:054	119	7	246				0,473331295	0,027843017	0,97848318	1,087311861			
98	00:00:11:055	118	4	241				0,469353721	0,015910296	0,958595311	1,067450712			
99	00:00:11:055	107	1	232				0,425600408	0,003977574	0,922797146	1,016221482			
100	00:00:12:043	113	0	227				0,449465851	0	0,902909276	1,008595416			
101	00:00:12:044	119	-1	228				0,473331295	-0,003977574	0,90688685	1,02298685			
102	00:00:12:044	121	-3	230				0,481286442	-0,011932722	0,914841998	1,033786685			
103	00:00:12:044	115	3	236				0,457420999	0,011932722	0,938707441	1,044293072			
104	00:00:12:045	105	5	247				0,41764526	0,01988787	0,982460754	1,067732281			
105	00:00:12:045	102	9	247				0,405712538	0,035798165	0,982460754	1,063538107			
106	00:00:12:045	102	4	241				0,405712538	0,015910296	0,958595311	1,041038314			
107	00:00:12:045	104	3	235				0,413667686	0,011932722	0,934729867	1,022244232			
108	00:00:12:045	104	1	231				0,413667686	0,003977574	0,918819572	1,0076538			
109	00:00:12:045	102	0	234				0,405712538	0	0,930752294	1,015333687			
110	00:00:12:045	102	1	252				0,405712538	0,003977574	1,002348624	1,081351584			
111	00:00:12:045	97	9	251				0,385824669	0,035798165	0,99837105	1,070928073			
112	00:00:12:045	92	9	257				0,365936799	0,035798165	1,022236493	1,086351093			
113	00:00:12:045	92	6	254				0,365936799	0,023865443	1,010303772	1,074799056			
114	00:00:12:045	94	7	252				0,373891947	0,027843017	1,002348624	1,070174371			
115	00:00:12:045	96	11	247				0,381847095	0,043753313	0,982460754	1,054964781			
116	00:00:12:045	97	12	241				0,385824669	0,047730887	0,958595311	1,034429255			
117	00:00:12:045	96	12	241				0,381847095	0,047730887	0,958595311	1,032952279			
118	00:00:12:045	93	9	223				0,369914373	0,035798165	0,886998981	0,961709594			
119	00:00:12:045	91	14	219				0,361959225	0,055686035	0,871088685	0,944939634			
120	00:00:12:046	91	11	212				0,361959225	0,043753313	0,843245668	0,918690421			
121	00:00:12:046	91	11	210				0,361959225	0,043753313	0,83529052	0,911394034			
122	00:00:12:046	91	14	217				0,361959225	0,055686035	0,863133537	0,937611283			
123	00:00:12:046	98	12	233				0,389802243	0,047730887	0,92677472	1,006546277			
124	00:00:12:046	100	9	240				0,39775739	0,035798165	0,954617737	1,034788613			
125	00:00:12:046	104	6	246				0,413667686	0,023865443	0,97848318	1,062600512			
126	00:00:12:046	104	6	250				0,413667686	0,023865443	0,994393476	1,077269186			
127	00:00:12:046	98	2	245				0,389802243	0,007955148	0,974505607	1,049604807			
128	00:00:12:046	89	6	239				0,354004077	0,023865443	0,950640163	1,014694617			
129	00:00:12:046	86	9	238				0,342071356	0,035798165	0,946662589	1,007206225			
130	00:00:12:046	87	9	244				0,34604893	0,035798165	0,970528033	1,030997591			
131	00:00:12:046	88	13	246				0,350026504	0,051708461	0,97848318	1,040491063			
132	00:00:12:046	87	13	241				0,34604893	0,051708461	0,958595311	1,020455093			
133	00:00:12:046	89	11	237				0,354004077	0,043753313	0,942685015	1,007912832			
134	00:00:12:046	99	11	236				0,393779817	0,043753313	0,938707441	1,018895754			
135	00:00:12:046	100	9	238				0,39775739	0,035798165	0,946662589	1,027454382			
136	00:00:12:047	98	7	234				0,389802243	0,027843017	0,930752294	1,009465628			
137	00:00:12:047	104	5	243				0,413667686	0,01988787	0,966550459	1,051539952			
138	00:00:12:047	107	3	243				0,425600408	0,011932722	0,966550459	1,056171334			
139	00:00:12:047	102	5	240				0,405712538	0,01988787	0,954617737	1,037445524			
140	00:00:12:047	98	2	243				0,389802243	0,007955148	0,966550459	1,042223038			
141	00:00:12:047	104	4	247				0,413667686	0,015910296	0,982460754	1,066115953			
142	00:00:12:048	97	7	248				0,385824669	0,027843017	0,986438328	1,059573728			
143	00:00:12:048	89	10	248				0,354004077	0,039775739	0,986438328	1,048790528			
144	00:00:12:048	90	10	242				0,357981651	0,039775739	0,962572885	1,027754606			
145	00:00:12:048	92	11	242				0,365936799	0,043753313	0,962572885	1,030713661			
146	00:00:12:048	98	11	242				0,389802243	0,043753313	0,962572885	1,039426139			
147	00:00:12:048	97	11	243				0,385824669	0,043753313	0,966550459	1,041630845			
148	00:00:12:048	99	9	240				0,393779817	0,035798165	0,954617737	1,033266218			
149	00:00:12:048	102	11	237				0,405712538	0,043753313	0,942685015	1,02721568			
150	00:00:12:048	99	9	234				0,393779817	0,035798165	0,930752294	1,011258565			
151	00:00:12:048	93	12	239				0,369914373	0,047730887	0,950640163	1,021191265			
152	00:00:12:048	86	16	236				0,342071356	0,063641182	0,938707441	1,001116713			
153	00:00:12:049	98	12	238				0,389802243	0,047730887	0,946662589	1,024887352			
154	00:00:12:049	100	13	237				0,39775739	0,051708461	0,942685015	1,02447047			
155	00:00:12:049	103	10	234				0,409690112	0,039775739	0,930752294	1,017707192			
156	00:00:12:049	100	7	238				0,39775739	0,027843017	0,946662589	1,027207979			
157	00:00:12:049	92	15	248				0,365936799	0,059663609	0,986438328	1,053816902			
158	00:00:12:049	91	18	252				0,361959225	0,07159633	1,002348624	1,068102654			
159	00:00:12:049	91	12	254				0,361959225	0,047730887	1,010303772	1,074246913			
160	00:00:12:049	93	10	247				0,369914373	0,039775739	0,982460754	1,05054647			
161	00:00:12:049	98	5	243				0,389802243	0,01988787	0,966550459	1,042382418			
162	00:00:12:049	101	8	244				0,401734964	0,031820591	0,970528033	1,050870208			
163	00:00:12:049	99	8	246				0,393779817	0,031820591	0,97848318	1,055227193			
164	00:00:12:049	100	11	248				0,39775739	0,043753313	0,986438328	1,064512033			
165	00:00:12:049	102	10	246				0,405712538	0,039775739	0,97848318	1,060006654			
166	00:00:12:049	97	14	244				0,385824669	0,055686035	0,970528033	1,045890181			
167	00:00:12:049	94	14	241				0,373891947	0,055686035	0,958595311	1,030437331			
168	00:00:12:049	94	11	242				0,373891947	0,043753313	0,962572885	1,033564753			
169	00:00:12:050	94	12	237				0,373891947	0,047730887	0,942685015	1,015247981			
170	00:00:12:050	94	9	236				0,373891947	0,035798165	0,938707441	1,011062984			
171	00:00:12:050	97	11	230				0,385824669	0,043753313	0,914841998	0,99383646			
172	00:00:12:050	99	7	232				0,393779817	0,027843017	0,922797146	1,003689369			
173	00:00:12:050	100	10	241				0,39775739	0,039775739	0,958595311	1,038603881			
174	00:00:12:050	98	14	247				0,389802243	0,055686035	0,982460754	1,058430846			
175	00:00:12:050	96	16	248				0,381847095	0,063641182	0,986438328	1,059678243			
176	00:00:12:050	97	8	244				0,385824669	0,031820591	0,970528033	1,044891328			
177	00:00:12:050	97	8	236				0,385824669	0,031820591	0,938707441	1,015403804			
178	00:00:12:050	98	12	235				0,389802243	0,047730887	0,934729867	1,013875708			
179	00:00:12:050	99	12	241				0,393779817	0,047730887	0,958595311	1,037422648			
180	00:00:12:050	98	13	237				0,389802243	0,051708461	0,942685015	1,021408141			
181	00:00:12:051	99	15	237				0,393779817	0,059663609	0,942685015	1,023365686			
182	00:00:12:051	99	17	231				0,393779817	0,067618756	0,918819572	1,00193026			
183	00:00:12:051	103	13	226				0,409690112	0,051708461	0,898931702	0,989241102			
184	00:00:12:051	94	15	223				0,373891947	0,059663609	0,886998981	0,964428393			
185	00:00:12:051	99	15	226				0,393779817	0,059663609	0,898931702	0,983209284			
186	00:00:12:052	96	13	231				0,381847095	0,051708461	0,918819572	0,996348521			
187	00:00:12:052	97	14	243				0,385824669	0,055686035	0,966550459	1,042200268			
188	00:00:12:052	97	12	245				0,385824669	0,047730887	0,974505607	1,049190207			
189	00:00:12:052	99	13	243				0,393779817	0,051708461	0,966550459	1,044967032			
190	00:00:12:052	97	12	241				0,385824669	0,047730887	0,958595311	1,034429255			
191	00:00:12:052	104	10	239				0,413667686	0,039775739	0,950640163	1,037506522			
192	00:00:12:052	99	13	235				0,393779817	0,051708461	0,934729867	1,015606338			
193	00:00:12:052	94	12	232				0,373891947	0,047730887	0,922797146	0,996808907			
194	00:00:12:052	95	15	232				0,377869521	0,059663609	0,922797146	0,998949295			
195	00:00:12:052	103	12	236				0,409690112	0,047730887	0,938707441	1,025327209			
196	00:00:12:052	103	15	238				0,409690112	0,059663609	0,946662589	1,033235594			
197	00:00:12:052	104	11	240				0,413667686	0,043753313	0,954617737	1,041311832			
198	00:00:12:052	99	12	242				0,393779817	0,047730887	0,962572885	1,041099102			
199	00:00:12:052	98	13	244				0,389802243	0,051708461	0,970528033	1,047160072			
0	00:00:13:039	101	14	247				0,401734964	0,055686035	0,982460754	1,062883366			
1	00:00:13:040	96	16	240				0,381847095	0,063641182	0,954617737	1,03012253			
2	00:00:13:041	99	12	241				0,393779817	0,047730887	0,958595311	1,037422648			
3	00:00:13:041	102	10	238				0,405712538	0,039775739	0,946662589	1,030705987			
4	00:00:13:041	103	10	234				0,409690112	0,039775739	0,930752294	1,017707192			
5	00:00:13:041	104	12	238				0,413667686	0,047730887	0,946662589	1,034199811			
6	00:00:13:041	103	15	236				0,409690112	0,059663609	0,938707441	1,025951946			
7	00:00:13:041	103	13	231				0,409690112	0,051708461	0,918819572	1,007347586			
8	00:00:13:041	100	10	233				0,39775739	0,039775739	0,92677472	1,009308888			
9	00:00:13:041	103	13	232				0,409690112	0,051708461	0,922797146	1,010976916			
10	00:00:13:041	99	17	235				0,393779817	0,067618756	0,934729867	1,016540587			
11	00:00:13:041	96	15	234				0,381847095	0,059663609	0,930752294	1,007802948			
12	00:00:13:041	100	12	233				0,39775739	0,047730887	0,92677472	1,009653683			
13	00:00:13:041	94	8	231				0,373891947	0,031820591	0,918819572	0,992490375			
14	00:00:13:041	96	15	231				0,381847095	0,059663609	0,918819572	0,996793036			
15	00:00:13:041	94	10	229				0,373891947	0,039775739	0,910864424	0,985419351			
16	00:00:13:041	95	14	232				0,377869521	0,055686035	0,922797146	0,998719621			
17	00:00:13:041	96	10	227				0,381847095	0,039775739	0,902909276	0,981139376			
18	00:00:13:041	98	16	223				0,389802243	0,063641182	0,886998981	0,970959927			
19	00:00:13:042	97	12	221				0,385824669	0,047730887	0,879043833	0,961174788			
20	00:00:13:042	96	7	220				0,381847095	0,027843017	0,875066259	0,955156215			
21	00:00:13:042	95	8	222				0,377869521	0,031820591	0,883021407	0,96100194			
22	00:00:13:042	95	13	221				0,377869521	0,051708461	0,879043833	0,958215633			
23	00:00:13:042	94	9	222				0,373891947	0,035798165	0,883021407	0,959585067			
24	00:00:13:042	94	12	223				0,373891947	0,047730887	0,886998981	0,963763777			
25	00:00:13:042	93	13	221				0,369914373	0,051708461	0,879043833	0,955106522			
26	00:00:13:042	95	6	214				0,377869521	0,023865443	0,851200815	0,931610306			
27	00:00:13:042	94	7	205				0,373891947	0,027843017	0,81540265	0,897469723			
28	00:00:13:042	91	10	208				0,361959225	0,039775739	0,827335372	0,903925001			
29	00:00:13:043	90	7	199				0,357981651	0,027843017	0,791537207	0,869170436			
30	00:00:13:043	94	6	190				0,373891947	0,023865443	0,755739042	0,843508297			
31	00:00:13:043	93	5	186				0,369914373	0,01988787	0,739828746	0,827392739			
32	00:00:13:043	94	11	180				0,373891947	0,043753313	0,715963303	0,808896156			
33	00:00:13:043	88	9	172				0,350026504	0,035798165	0,684142712	0,769318732			
34	00:00:13:043	82	8	170				0,32616106	0,031820591	0,676187564	0,751414139			
35	00:00:13:043	80	9	175				0,318205912	0,035798165	0,696075433	0,766196789			
36	00:00:13:043	77	14	179				0,306273191	0,055686035	0,711985729	0,777063627			
37	00:00:13:044	78	18	190				0,310250765	0,07159633	0,755739042	0,82007504			
38	00:00:13:044	78	19	184				0,310250765	0,075573904	0,731873598	0,798502295			
39	00:00:13:044	71	16	178				0,282407747	0,063641182	0,708008155	0,764905147			
40	00:00:13:044	65	16	166				0,258542304	0,063641182	0,660277268	0,711941285			
41	00:00:13:044	68	14	162				0,270475025	0,055686035	0,644366972	0,701046695			
42	00:00:13:044	66	11	164				0,262519878	0,043753313	0,65232212	0,704524795			
43	00:00:13:044	67	14	170				0,266497452	0,055686035	0,676187564	0,728938576			
44	00:00:13:044	62	18	178				0,246609582	0,07159633	0,708008155	0,753138678			
45	00:00:13:044	64	18	196				0,25456473	0,07159633	0,779604485	0,823232889			
46	00:00:13:044	67	16	199				0,266497452	0,063641182	0,791537207	0,837617002			
47	00:00:13:044	76	7	188				0,302295617	0,027843017	0,747783894	0,807055528			
48	00:00:13:044	83	3	180				0,330138634	0,011932722	0,715963303	0,788503239			
49	00:00:13:044	85	6	181				0,338093782	0,023865443	0,719940877	0,795733517			
50	00:00:13:044	80	11	186				0,318205912	0,043753313	0,739828746	0,806545677			
51	00:00:13:044	72	12	192				0,286385321	0,047730887	0,76369419	0,817021178			
52	00:00:13:044	62	10	192				0,246609582	0,039775739	0,76369419	0,80350931			
53	00:00:13:044	50	8	200				0,198878695	0,031820591	0,795514781	0,820615045			
54	00:00:13:045	48	12	200				0,190923547	0,047730887	0,795514781	0,819496068			
55	00:00:13:045	36	20	213				0,143192661	0,079551478	0,847223242	0,862913551			
56	00:00:13:045	26	29	233				0,103416922	0,115349643	0,92677472	0,939633961			
57	00:00:13:045	28	32	252				0,111372069	0,127282365	1,002348624	1,016517241			
58	00:00:13:045	37	26	250				0,147170234	0,103416922	0,994393476	1,010530812			
59	00:00:13:045	41	13	247				0,16308053	0,051708461	0,982460754	0,997245285			
60	00:00:13:045	50	14	251				0,198878695	0,055686035	0,99837105	1,019508913			
61	00:00:13:045	67	5	249				0,266497452	0,01988787	0,990415902	1,025836282			
62	00:00:13:045	63	6	239				0,250587156	0,023865443	0,950640163	0,98340236			
63	00:00:13:045	41	11	227				0,16308053	0,043753313	0,902909276	0,918561252			
64	00:00:13:045	15	16	235				0,059663609	0,063641182	0,934729867	0,938791708			
65	00:00:13:045	6	22	250				0,023865443	0,087506626	0,994393476	0,998521584			
66	00:00:13:045	16	27	269				0,063641182	0,107394495	1,06996738	1,077225126			
67	00:00:13:045	18	19	279				0,07159633	0,075573904	1,109743119	1,114615288			
68	00:00:13:046	12	23	284				0,047730887	0,0914842	1,129630989	1,134334063			
69	00:00:13:046	11	24	279				0,043753313	0,095461774	1,109743119	1,11470045			
70	00:00:13:046	6	14	255				0,023865443	0,055686035	1,014281346	1,016089141			
71	00:00:13:046	-2	10	246				-0,007955148	0,039775739	0,97848318	0,979323607			
72	00:00:13:047	-7	12	247				-0,027843017	0,047730887	0,982460754	0,984013519			
73	00:00:13:047	-8	8	261				-0,031820591	0,031820591	1,038146789	1,039121675			
74	00:00:13:047	-3	5	283				-0,011932722	0,01988787	1,125653415	1,125892325			
75	00:00:13:047	6	7	308				0,023865443	0,027843017	1,225092762	1,225641493			
76	00:00:13:047	5	1	313				0,01988787	0,003977574	1,244980632	1,245145824			
77	00:00:13:047	8	1	322				0,031820591	0,003977574	1,280778797	1,281180197			
78	00:00:13:047	14	-4	316				0,055686035	-0,015910296	1,256913354	1,258246896			
79	00:00:13:047	13	-10	316				0,051708461	-0,039775739	1,256913354	1,258605201			
80	00:00:13:047	20	-11	319				0,079551478	-0,043753313	1,268846075	1,272090073			
81	00:00:13:047	13	-12	319				0,051708461	-0,047730887	1,268846075	1,270795958			
82	00:00:13:047	2	-12	320				0,007955148	-0,047730887	1,272823649	1,273743131			
83	00:00:13:047	3	-10	323				0,011932722	-0,039775739	1,284756371	1,285427334			
84	00:00:13:047	15	-14	313				0,059663609	-0,055686035	1,244980632	1,247652778			
85	00:00:13:047	30	-20	310				0,119327217	-0,079551478	1,23304791	1,241359969			
86	00:00:13:047	21	-18	316				0,083529052	-0,07159633	1,256913354	1,261718794			
87	00:00:13:047	16	-14	315				0,063641182	-0,055686035	1,25293578	1,255786289			
88	00:00:13:048	6	-6	330				0,023865443	-0,023865443	1,312599388	1,313033234			
89	00:00:13:048	-8	1	345				-0,031820591	0,003977574	1,372262997	1,372637645			
90	00:00:13:048	-7	5	349				-0,027843017	0,01988787	1,388173293	1,38859492			
91	00:00:13:048	0	0	336				0	0	1,336464832	1,336464832			
92	00:00:13:048	8	-8	322				0,031820591	-0,031820591	1,280778797	1,281569127			
93	00:00:13:048	13	-6	316				0,051708461	-0,023865443	1,256913354	1,258202886			
94	00:00:13:048	6	-7	299				0,023865443	-0,027843017	1,189294597	1,189859837			
95	00:00:13:048	-1	-7	289				-0,003977574	-0,027843017	1,149518858	1,149862888			
96	00:00:13:048	-3	-4	297				-0,011932722	-0,015910296	1,18133945	1,181506844			
97	00:00:13:048	0	3	305				0	0,011932722	1,213160041	1,213218725			
98	00:00:13:048	5	4	308				0,01988787	0,015910296	1,225092762	1,225357475			
99	00:00:13:048	10	1	307				0,039775739	0,003977574	1,221115189	1,221769305			
100	00:00:14:077	9	1	299				0,035798165	0,003977574	1,189294597	1,189839892			
101	00:00:14:078	7	-1	292				0,027843017	-0,003977574	1,16145158	1,161792076			
102	00:00:14:078	8	-7	276				0,031820591	-0,027843017	1,097810398	1,098624346			
103	00:00:14:078	8	-11	266				0,031820591	-0,043753313	1,058034659	1,059416934			
104	00:00:14:078	8	-13	267				0,031820591	-0,051708461	1,062012232	1,06374635			
105	00:00:14:078	6	-7	263				0,023865443	-0,027843017	1,046101937	1,046744503			
106	00:00:14:079	6	-7	270				0,023865443	-0,027843017	1,073944954	1,074570871			
107	00:00:14:079	3	-7	271				0,011932722	-0,027843017	1,077922528	1,078348088			
108	00:00:14:079	7	-1	268				0,027843017	-0,003977574	1,065989806	1,066360784			
109	00:00:14:079	7	-12	259				0,027843017	-0,047730887	1,030191641	1,031672569			
110	00:00:14:079	5	-8	260				0,01988787	-0,031820591	1,034169215	1,034849768			
111	00:00:14:079	1	-10	260				0,003977574	-0,039775739	1,034169215	1,034941494			
112	00:00:14:079	5	-9	259				0,01988787	-0,035798165	1,030191641	1,031005264			
113	00:00:14:079	3	-9	252				0,011932722	-0,035798165	1,002348624	1,003058653			
114	00:00:14:079	6	-9	251				0,023865443	-0,035798165	0,99837105	0,999297664			
115	00:00:14:079	9	-9	248				0,035798165	-0,035798165	0,986438328	0,987736601			
116	00:00:14:079	6	-8	249				0,023865443	-0,031820591	0,990415902	0,99121429			
117	00:00:14:079	7	-7	250				0,027843017	-0,027843017	0,994393476	0,995172775			
118	00:00:14:079	1	-6	255				0,003977574	-0,023865443	1,014281346	1,014569874			
119	00:00:14:079	1	-3	257				0,003977574	-0,011932722	1,022236493	1,022313875			
120	00:00:14:079	4	-1	256				0,015910296	-0,003977574	1,018258919	1,018390979			
121	00:00:14:079	6	-3	255				0,023865443	-0,011932722	1,014281346	1,014632247			
122	00:00:14:079	4	-4	250				0,015910296	-0,015910296	0,994393476	0,994648008			
123	00:00:14:080	5	-8	243				0,01988787	-0,031820591	0,966550459	0,967278588			
124	00:00:14:080	8	-6	238				0,031820591	-0,023865443	0,946662589	0,947497845			
125	00:00:14:080	4	-3	241				0,015910296	-0,011932722	0,958595311	0,958801594			
126	00:00:14:080	5	-4	250				0,01988787	-0,015910296	0,994393476	0,994719584			
127	00:00:14:080	2	-1	254				0,007955148	-0,003977574	1,010303772	1,01034292			
128	00:00:14:080	0	1	256				0	0,003977574	1,018258919	1,018266688			
129	00:00:14:080	0	2	248				0	0,007955148	0,986438328	0,986470405			
130	00:00:14:080	-1	1	244				-0,003977574	0,003977574	0,970528033	0,970544334			
131	00:00:14:080	2	-2	243				0,007955148	-0,007955148	0,966550459	0,966615931			
132	00:00:14:080	5	-1	241				0,01988787	-0,003977574	0,958595311	0,958809845			
133	00:00:14:080	3	-3	239				0,011932722	-0,011932722	0,950640163	0,950789934			
134	00:00:14:080	3	-6	241				0,011932722	-0,023865443	0,958595311	0,958966589			
135	00:00:14:080	6	-6	251				0,023865443	-0,023865443	0,99837105	0,998941376			
136	00:00:14:081	1	-1	259				0,003977574	-0,003977574	1,030191641	1,030206998			
137	00:00:14:081	0	-2	257				0	-0,007955148	1,022236493	1,022267447			
138	00:00:14:081	0	-4	252				0	-0,015910296	1,002348624	1,002474888			
139	00:00:14:081	6	-5	244				0,023865443	-0,01988787	0,970528033	0,971025102			
140	00:00:14:083	7	-8	244				0,027843017	-0,031820591	0,970528033	0,971448633			
141	00:00:14:083	6	-7	248				0,023865443	-0,027843017	0,986438328	0,987119734			
142	00:00:14:083	6	-7	244				0,023865443	-0,027843017	0,970528033	0,971220601			
143	00:00:14:083	9	-3	242				0,035798165	-0,011932722	0,962572885	0,963312232			
144	00:00:14:083	10	-2	248				0,039775739	-0,007955148	0,986438328	0,987271983			
145	00:00:14:083	7	-2	256				0,027843017	-0,007955148	1,018258919	1,018670577			
146	00:00:14:083	7	0	259				0,027843017	0	1,030191641	1,030567829			
147	00:00:14:083	7	-7	251				0,027843017	-0,027843017	0,99837105	0,999147247			
148	00:00:14:083	4	-2	246				0,015910296	-0,007955148	0,97848318	0,978644857			
