ndx:	HR:MN:SC:1/128s:	x:	y:	z:
170,	00:00:06:040,	78,	109,	252
171,	00:00:06:040,	68,	113,	247
172,	00:00:06:040,	55,	107,	244
173,	00:00:06:040,	61,	113,	230
174,	00:00:06:040,	59,	111,	229
175,	00:00:06:040,	63,	99,	235
176,	00:00:06:040,	64,	107,	226
177,	00:00:06:040,	58,	112,	229
178,	00:00:06:040,	40,	111,	231
179,	00:00:06:042,	48,	120,	238
180,	00:00:06:042,	38,	124,	234
181,	00:00:06:042,	28,	125,	232
182,	00:00:06:042,	20,	125,	230
183,	00:00:06:042,	18,	113,	224
184,	00:00:06:042,	16,	109,	230
185,	00:00:06:042,	17,	113,	236
186,	00:00:06:042,	22,	108,	225
187,	00:00:06:042,	29,	103,	230
188,	00:00:06:042,	22,	115,	235
189,	00:00:06:042,	23,	124,	227
190,	00:00:06:042,	20,	125,	234
191,	00:00:06:042,	21,	124,	246
192,	00:00:06:042,	25,	129,	256
193,	00:00:06:042,	23,	130,	253
194,	00:00:06:042,	16,	128,	246
195,	00:00:06:056,	20,	129,	254
196,	00:00:06:056,	21,	132,	252
197,	00:00:06:056,	22,	128,	253
198,	00:00:06:056,	22,	130,	246
199,	00:00:06:056,	31,	122,	253
200,	00:00:06:056,	37,	121,	245
201,	00:00:06:056,	37,	121,	246
202,	00:00:06:056,	34,	113,	239
203,	00:00:06:056,	36,	112,	240
204,	00:00:06:056,	43,	105,	231
205,	00:00:06:056,	24,	101,	240
206,	00:00:06:056,	28,	94,	243
207,	00:00:06:056,	30,	87,	241
208,	00:00:06:056,	20,	86,	254
209,	00:00:06:056,	19,	91,	240
210,	00:00:06:056,	15,	89,	249
211,	00:00:06:056,	11,	89,	238
212,	00:00:06:069,	34,	81,	267
213,	00:00:06:069,	39,	98,	252
214,	00:00:06:069,	39,	96,	259
215,	00:00:06:070,	44,	99,	262
216,	00:00:06:070,	53,	107,	274
217,	00:00:06:070,	46,	102,	268
218,	00:00:06:070,	52,	99,	281
219,	00:00:06:070,	56,	103,	284
220,	00:00:06:070,	59,	100,	271
221,	00:00:06:070,	76,	93,	276
222,	00:00:06:070,	73,	86,	264
223,	00:00:06:070,	72,	83,	242
224,	00:00:06:070,	78,	59,	239
225,	00:00:06:070,	75,	48,	222
226,	00:00:06:070,	55,	50,	220
227,	00:00:06:070,	62,	62,	215
228,	00:00:06:084,	69,	69,	209
229,	00:00:06:084,	74,	100,	224
230,	00:00:06:084,	78,	94,	223
231,	00:00:06:084,	70,	112,	231
232,	00:00:06:084,	68,	121,	229
233,	00:00:06:084,	73,	129,	241
234,	00:00:06:084,	79,	123,	252
235,	00:00:06:084,	71,	140,	255
236,	00:00:06:084,	72,	128,	254
237,	00:00:06:084,	65,	106,	256
238,	00:00:06:084,	50,	103,	245
239,	00:00:06:084,	51,	85,	232
240,	00:00:06:084,	60,	81,	246
241,	00:00:06:084,	57,	81,	256
242,	00:00:06:085,	59,	75,	262
243,	00:00:06:085,	64,	68,	256
244,	00:00:06:086,	68,	60,	259
245,	00:00:06:086,	59,	61,	256
246,	00:00:06:086,	68,	47,	262
247,	00:00:06:086,	74,	50,	248
248,	00:00:06:086,	72,	61,	251
249,	00:00:06:086,	65,	57,	240
250,	00:00:06:086,	68,	65,	244
251,	00:00:06:086,	62,	78,	233
252,	00:00:06:086,	62,	107,	245
253,	00:00:06:086,	67,	93,	257
254,	00:00:06:086,	60,	87,	252
255,	00:00:06:086,	59,	93,	255
256,	00:00:06:086,	59,	105,	254
257,	00:00:06:086,	53,	75,	256
258,	00:00:06:086,	63,	82,	269
259,	00:00:06:086,	60,	96,	267
260,	00:00:06:086,	66,	95,	253
261,	00:00:06:087,	69,	94,	247
262,	00:00:06:087,	52,	92,	259
263,	00:00:06:087,	56,	87,	253
264,	00:00:06:087,	48,	83,	241
265,	00:00:06:087,	53,	79,	244
266,	00:00:06:088,	59,	67,	227
267,	00:00:06:088,	47,	65,	223
268,	00:00:06:088,	62,	83,	229
269,	00:00:06:088,	50,	72,	221
270,	00:00:06:088,	46,	66,	208
271,	00:00:06:088,	30,	64,	205
272,	00:00:06:088,	28,	71,	201
273,	00:00:06:088,	18,	71,	208
274,	00:00:06:088,	26,	58,	217
275,	00:00:06:088,	11,	64,	207
276,	00:00:06:088,	43,	53,	214
277,	00:00:06:089,	36,	53,	223
278,	00:00:06:089,	41,	64,	239
279,	00:00:06:089,	49,	63,	231
280,	00:00:06:089,	41,	52,	236
281,	00:00:06:089,	38,	44,	229
282,	00:00:06:089,	39,	44,	241
283,	00:00:06:089,	31,	46,	245
284,	00:00:06:090,	43,	45,	263
285,	00:00:06:090,	52,	61,	274
286,	00:00:06:090,	41,	58,	276
287,	00:00:06:090,	39,	64,	281
288,	00:00:06:090,	47,	71,	279
289,	00:00:06:090,	29,	70,	278
290,	00:00:06:090,	31,	69,	292
291,	00:00:06:090,	31,	70,	286
292,	00:00:06:090,	41,	64,	292
293,	00:00:06:090,	36,	62,	280
294,	00:00:06:091,	42,	56,	276
295,	00:00:06:091,	36,	52,	265
296,	00:00:06:091,	36,	48,	260
297,	00:00:06:091,	38,	40,	250
298,	00:00:06:091,	25,	48,	253
299,	00:00:06:091,	26,	40,	257
300,	00:00:06:120,	11,	46,	245
301,	00:00:06:121,	22,	54,	255
302,	00:00:06:121,	13,	49,	272
303,	00:00:06:121,	17,	49,	249
304,	00:00:06:121,	13,	56,	269
305,	00:00:06:121,	2,	49,	261
306,	00:00:06:121,	10,	47,	259
307,	00:00:06:121,	13,	42,	255
308,	00:00:06:121,	20,	58,	238
309,	00:00:06:121,	18,	58,	250
310,	00:00:07:007,	-29,	-115,	-312
311,	00:00:07:007,	-15,	-126,	-317
312,	00:00:07:008,	-9,	-131,	-301
313,	00:00:07:008,	-1,	-132,	-305
314,	00:00:07:008,	8,	-133,	-290
315,	00:00:07:008,	15,	-133,	-283
316,	00:00:07:008,	21,	-133,	-276
317,	00:00:07:008,	35,	-141,	-269
318,	00:00:07:008,	31,	-127,	-263
319,	00:00:07:008,	31,	-121,	-265
320,	00:00:07:008,	34,	-123,	-265
321,	00:00:07:008,	25,	-121,	-255
322,	00:00:07:008,	25,	-117,	-251
323,	00:00:07:008,	29,	-103,	-257
324,	00:00:07:008,	23,	-88,	-255
325,	00:00:07:009,	12,	-70,	-265
326,	00:00:07:009,	7,	-73,	-269
327,	00:00:07:009,	9,	-80,	-273
328,	00:00:07:009,	26,	41,	269
329,	00:00:07:009,	25,	54,	277
330,	00:00:07:009,	20,	50,	267
331,	00:00:07:009,	16,	66,	261
332,	00:00:07:009,	29,	65,	258
333,	00:00:07:009,	26,	69,	260
334,	00:00:07:009,	19,	74,	264
335,	00:00:07:009,	12,	77,	258
336,	00:00:07:009,	21,	92,	255
337,	00:00:07:009,	21,	84,	255
338,	00:00:07:009,	17,	81,	257
339,	00:00:07:010,	26,	84,	252
340,	00:00:07:010,	40,	79,	258
341,	00:00:07:010,	34,	72,	256
342,	00:00:07:011,	46,	74,	251
343,	00:00:07:011,	44,	69,	250
344,	00:00:07:011,	51,	64,	253
345,	00:00:07:011,	56,	61,	246
346,	00:00:07:011,	61,	56,	247
347,	00:00:07:011,	60,	52,	254
348,	00:00:07:011,	65,	45,	249
349,	00:00:07:011,	73,	41,	262
350,	00:00:07:011,	71,	32,	264
351,	00:00:07:011,	68,	29,	282
352,	00:00:07:011,	62,	35,	284
353,	00:00:07:011,	61,	32,	301
354,	00:00:07:011,	57,	32,	302
355,	00:00:07:011,	47,	37,	312
356,	00:00:07:011,	34,	32,	299
357,	00:00:07:011,	19,	34,	300
358,	00:00:07:013,	7,	-71,	-288
359,	00:00:07:013,	14,	37,	309
360,	00:00:07:013,	28,	38,	308
361,	00:00:07:013,	41,	32,	321
362,	00:00:07:013,	39,	7,	323
363,	00:00:07:013,	42,	-10,	307
364,	00:00:07:013,	48,	-33,	301
365,	00:00:07:013,	59,	-32,	299
366,	00:00:07:013,	88,	-44,	265
367,	00:00:07:013,	85,	-44,	273
368,	00:00:07:013,	84,	-56,	267
369,	00:00:07:013,	84,	-63,	255
370,	00:00:07:013,	79,	-57,	267
371,	00:00:07:013,	78,	-56,	261
372,	00:00:07:013,	82,	-45,	241
373,	00:00:07:013,	75,	-50,	229
374,	00:00:07:014,	74,	-29,	212
375,	00:00:07:014,	73,	-28,	201
376,	00:00:07:014,	58,	-17,	208
377,	00:00:07:015,	57,	-18,	201
378,	00:00:07:015,	70,	-2,	200
379,	00:00:07:015,	61,	6,	195
380,	00:00:07:015,	62,	13,	211
381,	00:00:07:015,	60,	16,	203
382,	00:00:07:015,	51,	23,	212
383,	00:00:07:015,	55,	26,	210
384,	00:00:07:015,	69,	32,	221
385,	00:00:07:015,	55,	32,	217
386,	00:00:07:015,	138,	57,	238
387,	00:00:07:015,	77,	31,	240
388,	00:00:07:015,	68,	3,	220
389,	00:00:07:015,	61,	-41,	196
390,	00:00:07:015,	46,	-58,	170
391,	00:00:07:016,	59,	-75,	166
392,	00:00:07:016,	61,	-73,	162
393,	00:00:07:016,	74,	-99,	155
394,	00:00:07:016,	83,	-103,	157
395,	00:00:07:016,	84,	-97,	164
396,	00:00:07:016,	110,	-77,	166
397,	00:00:07:016,	148,	-73,	181
398,	00:00:07:016,	168,	-85,	190
399,	00:00:07:016,	172,	-105,	217
400,	00:00:07:016,	166,	-111,	231
401,	00:00:07:016,	141,	-105,	238
402,	00:00:07:016,	116,	-89,	237
403,	00:00:07:016,	96,	-87,	243
404,	00:00:07:016,	88,	-89,	268
405,	00:00:07:017,	74,	-77,	269
406,	00:00:07:018,	55,	-57,	280
407,	00:00:07:018,	31,	-20,	335
408,	00:00:07:018,	1,	82,	444
409,	00:00:07:018,	4,	142,	457
410,	00:00:07:018,	40,	124,	361
411,	00:00:07:018,	80,	56,	306
412,	00:00:07:018,	101,	27,	304
413,	00:00:07:018,	68,	2,	337
414,	00:00:07:018,	38,	-25,	335
415,	00:00:07:018,	16,	-49,	331
416,	00:00:07:018,	3,	-60,	317
417,	00:00:07:018,	0,	-76,	311
418,	00:00:07:018,	12,	-95,	303
419,	00:00:07:018,	19,	-107,	286
420,	00:00:07:018,	31,	-138,	265
421,	00:00:07:018,	44,	-137,	259
422,	00:00:07:018,	52,	-140,	252
423,	00:00:07:032,	42,	-140,	235
424,	00:00:07:032,	53,	-126,	225
425,	00:00:07:032,	56,	-115,	230
426,	00:00:07:032,	56,	-102,	186
427,	00:00:07:032,	50,	-98,	179
428,	00:00:07:032,	64,	-106,	170
429,	00:00:07:032,	67,	-94,	164
430,	00:00:07:032,	61,	-84,	155
431,	00:00:07:032,	68,	-97,	169
432,	00:00:07:032,	52,	-104,	157
433,	00:00:07:032,	40,	-111,	175
434,	00:00:07:032,	34,	-125,	156
435,	00:00:07:032,	23,	-132,	139
436,	00:00:07:032,	23,	-134,	144
437,	00:00:07:032,	1,	-138,	142
438,	00:00:07:045,	-85,	-31,	-270
439,	00:00:07:046,	-79,	-31,	-265
440,	00:00:07:046,	-76,	-22,	-263
441,	00:00:07:046,	-72,	-19,	-262
442,	00:00:07:046,	-60,	-19,	-265
443,	00:00:07:046,	-65,	-12,	-264
444,	00:00:07:046,	-54,	-16,	-257
445,	00:00:07:046,	-54,	-20,	-258
446,	00:00:07:046,	-56,	-32,	-262
447,	00:00:07:046,	-58,	-25,	-254
448,	00:00:07:046,	-58,	-13,	-257
449,	00:00:07:046,	-57,	-22,	-258
450,	00:00:07:046,	-66,	-21,	-252
451,	00:00:07:046,	-74,	-12,	-249
452,	00:00:07:046,	-13,	-192,	221
453,	00:00:07:060,	-77,	-18,	-257
454,	00:00:07:060,	-81,	-11,	-254
455,	00:00:07:060,	-79,	-6,	-253
456,	00:00:07:060,	-84,	-5,	-247
457,	00:00:07:060,	-80,	-8,	-252
458,	00:00:07:060,	-78,	-10,	-251
459,	00:00:07:060,	-78,	-2,	-251
460,	00:00:07:060,	-80,	-5,	-240
461,	00:00:07:060,	-76,	-2,	-240
462,	00:00:07:060,	-75,	-6,	-234
463,	00:00:07:060,	-70,	-14,	-236
464,	00:00:07:060,	-76,	-8,	-222
465,	00:00:07:060,	-77,	-22,	-205
466,	00:00:07:061,	-72,	-20,	-212
467,	00:00:07:061,	-72,	-13,	-213
468,	00:00:07:061,	-78,	-16,	-205
469,	00:00:07:062,	-68,	-17,	-215
470,	00:00:07:062,	-64,	-18,	-218
471,	00:00:07:062,	-72,	-18,	-226
472,	00:00:07:062,	-62,	-20,	-230
473,	00:00:07:062,	-77,	-14,	-227
474,	00:00:07:062,	-83,	-20,	-229
475,	00:00:07:062,	-85,	-26,	-237
476,	00:00:07:062,	-96,	-15,	-235
477,	00:00:07:062,	-80,	-19,	-223
478,	00:00:07:062,	-82,	-26,	-228
479,	00:00:07:062,	-87,	-34,	-223
480,	00:00:07:062,	-79,	-36,	-207
481,	00:00:07:062,	-71,	-41,	-197
482,	00:00:07:062,	-69,	-35,	-189
483,	00:00:07:062,	2,	-189,	159
484,	00:00:07:065,	-63,	-45,	-160
485,	00:00:07:065,	-61,	-37,	-141
486,	00:00:07:065,	-74,	-45,	-113
487,	00:00:07:065,	-67,	-44,	-115
488,	00:00:07:065,	-69,	-41,	-115
489,	00:00:07:065,	-69,	-39,	-106
490,	00:00:07:065,	-62,	-40,	-110
491,	00:00:07:065,	-64,	-39,	-108
492,	00:00:07:065,	-64,	-39,	-121
493,	00:00:07:065,	-70,	-35,	-136
494,	00:00:07:065,	-74,	-35,	-147
495,	00:00:07:065,	-64,	-32,	-148
496,	00:00:07:065,	-62,	-30,	-161
497,	00:00:07:065,	-61,	-28,	-150
498,	00:00:07:065,	-70,	-20,	-155
499,	00:00:07:066,	-65,	-14,	-160
500,	00:00:07:066,	-66,	-24,	-156
501,	00:00:07:066,	-66,	-37,	-149
502,	00:00:07:066,	-70,	-35,	-141
503,	00:00:07:066,	-67,	-31,	-142
504,	00:00:07:066,	-63,	-29,	-140
505,	00:00:07:066,	-66,	-30,	-130
506,	00:00:07:066,	-69,	-30,	-124
507,	00:00:07:066,	-67,	-31,	-117
508,	00:00:07:067,	-66,	-33,	-110
509,	00:00:07:067,	-65,	-30,	-97
510,	00:00:07:067,	-64,	-29,	-89
511,	00:00:07:067,	-66,	-21,	-93
512,	00:00:07:067,	-64,	-21,	-95
513,	00:00:07:067,	-45,	-19,	-83
514,	00:00:07:068,	40,	-328,	22
515,	00:00:07:068,	30,	-315,	23
516,	00:00:07:068,	8,	-301,	41
517,	00:00:07:068,	-2,	-269,	47
518,	00:00:07:068,	-11,	-278,	42
519,	00:00:07:068,	-1,	-257,	54
520,	00:00:07:068,	-3,	-220,	49
521,	00:00:07:068,	8,	-212,	37
522,	00:00:07:068,	24,	-210,	17
523,	00:00:07:068,	35,	-195,	15
524,	00:00:07:068,	30,	-193,	-9
525,	00:00:07:068,	27,	-191,	-33
526,	00:00:07:068,	62,	-163,	-57
527,	00:00:07:068,	69,	-199,	-102
528,	00:00:07:068,	59,	-252,	-100
529,	00:00:07:068,	86,	-256,	-118
530,	00:00:07:082,	-24,	-49,	-47
531,	00:00:07:082,	-20,	-52,	-40
532,	00:00:07:082,	-17,	-45,	-35
533,	00:00:07:082,	-11,	-40,	-33
534,	00:00:07:082,	-7,	-46,	-26
535,	00:00:07:082,	-10,	-28,	-29
536,	00:00:07:082,	-8,	-20,	-27
537,	00:00:07:082,	0,	-9,	-30
538,	00:00:07:082,	-4,	-2,	-19
539,	00:00:07:082,	-10,	0,	-20
540,	00:00:07:082,	-5,	6,	-25
541,	00:00:07:082,	-9,	16,	-19
542,	00:00:07:083,	-7,	19,	-31
543,	00:00:07:083,	-13,	31,	-33
544,	00:00:07:083,	-9,	26,	-33
545,	00:00:07:083,	-48,	-215,	-48
546,	00:00:07:096,	-16,	44,	-29
547,	00:00:07:096,	-20,	44,	-33
548,	00:00:07:096,	-16,	50,	-31
549,	00:00:07:096,	-14,	52,	-20
550,	00:00:07:096,	-11,	43,	-10
551,	00:00:07:096,	-18,	29,	-30
552,	00:00:07:096,	-18,	26,	-21
553,	00:00:07:096,	-20,	27,	-30
554,	00:00:07:096,	-27,	26,	-32
555,	00:00:07:096,	-28,	18,	-41
556,	00:00:07:096,	-27,	26,	-41
557,	00:00:07:096,	-34,	17,	-43
558,	00:00:07:096,	-26,	13,	-46
559,	00:00:07:096,	-39,	5,	-46
560,	00:00:07:096,	-20,	14,	-48
561,	00:00:07:096,	-18,	11,	-54
562,	00:00:07:110,	-32,	8,	-69
563,	00:00:07:110,	-14,	3,	-69
564,	00:00:07:110,	-14,	5,	-74
565,	00:00:07:110,	0,	-6,	-83
566,	00:00:07:110,	3,	-15,	-85
567,	00:00:07:110,	9,	-29,	-85
568,	00:00:07:110,	17,	-33,	-87
569,	00:00:07:110,	24,	-29,	-82
570,	00:00:07:110,	27,	-21,	-89
571,	00:00:07:110,	22,	-14,	-86
572,	00:00:07:111,	25,	-17,	-87
573,	00:00:07:111,	10,	-16,	-84
574,	00:00:07:111,	-1,	-23,	-92
575,	00:00:07:111,	-4,	-34,	-108
576,	00:00:07:111,	-10,	-54,	-97
577,	00:00:07:111,	1,	-73,	-90
578,	00:00:07:112,	8,	-90,	-88
579,	00:00:07:112,	20,	-97,	-93
580,	00:00:07:112,	15,	-97,	-76
581,	00:00:07:112,	9,	-95,	-73
582,	00:00:07:112,	15,	-84,	-65
583,	00:00:07:112,	8,	-74,	-63
584,	00:00:07:112,	18,	-69,	-70
585,	00:00:07:112,	13,	-56,	-69
586,	00:00:07:112,	12,	-50,	-72
587,	00:00:07:112,	14,	-51,	-74
588,	00:00:07:112,	13,	-41,	-74
589,	00:00:07:112,	19,	-40,	-69
590,	00:00:07:112,	15,	-28,	-79
591,	00:00:07:112,	16,	-26,	-92
592,	00:00:07:112,	6,	-25,	-85
593,	00:00:07:112,	15,	-25,	-110
594,	00:00:07:113,	6,	-20,	-113
595,	00:00:07:113,	16,	-22,	-121
596,	00:00:07:114,	7,	-19,	-125
597,	00:00:07:114,	9,	-19,	-134
598,	00:00:07:114,	5,	-16,	-137
599,	00:00:07:114,	7,	-14,	-147
0,	00:00:08:072,	11,	-16,	-161
1,	00:00:08:073,	17,	-26,	-166
2,	00:00:08:073,	19,	-27,	-171
3,	00:00:08:073,	17,	-31,	-176
4,	00:00:08:073,	36,	-47,	-177
5,	00:00:08:073,	40,	-45,	-187
6,	00:00:08:073,	43,	-54,	-169
7,	00:00:08:073,	44,	-63,	-174
8,	00:00:08:073,	50,	-58,	-176
9,	00:00:08:073,	47,	-61,	-188
10,	00:00:08:075,	53,	-68,	-185
11,	00:00:08:075,	55,	-68,	-186
12,	00:00:08:075,	58,	-68,	-192
13,	00:00:08:075,	55,	-71,	-184
14,	00:00:08:075,	59,	-61,	-198
15,	00:00:08:075,	46,	-56,	-215
16,	00:00:08:075,	63,	-54,	-202
17,	00:00:08:075,	61,	-50,	-223
18,	00:00:08:075,	60,	-51,	-226
19,	00:00:08:075,	53,	-46,	-237
20,	00:00:08:075,	43,	-39,	-252
21,	00:00:08:075,	29,	-32,	-262
22,	00:00:08:075,	22,	-22,	-275
23,	00:00:08:075,	36,	-34,	-275
24,	00:00:08:075,	32,	-39,	-296
25,	00:00:08:076,	22,	-38,	-310
26,	00:00:08:077,	19,	-33,	-296
27,	00:00:08:077,	25,	-35,	-301
28,	00:00:08:077,	19,	-31,	-307
29,	00:00:08:077,	31,	-30,	-299
30,	00:00:08:077,	34,	-33,	-295
31,	00:00:08:077,	35,	-37,	-307
32,	00:00:08:077,	30,	-27,	-295
33,	00:00:08:077,	32,	-21,	-294
34,	00:00:08:077,	32,	-21,	-298
35,	00:00:08:077,	41,	-31,	-300
36,	00:00:08:077,	35,	-27,	-308
37,	00:00:08:077,	49,	-32,	-302
38,	00:00:08:077,	55,	-38,	-310
39,	00:00:08:077,	50,	-41,	-307
40,	00:00:08:077,	51,	-47,	-328
41,	00:00:08:077,	57,	-60,	-334
42,	00:00:08:091,	61,	-61,	-344
43,	00:00:08:091,	65,	-65,	-347
44,	00:00:08:091,	65,	-76,	-344
45,	00:00:08:091,	60,	-78,	-344
46,	00:00:08:092,	56,	-92,	-356
47,	00:00:08:092,	60,	-94,	-364
48,	00:00:08:092,	58,	-95,	-368
49,	00:00:08:092,	52,	-85,	-365
50,	00:00:08:092,	56,	-88,	-372
51,	00:00:08:092,	48,	-77,	-378
52,	00:00:08:092,	48,	-66,	-385
53,	00:00:08:092,	48,	-60,	-386
54,	00:00:08:092,	44,	-55,	-383
55,	00:00:08:092,	47,	-48,	-386
56,	00:00:08:092,	38,	-42,	-388
57,	00:00:08:092,	27,	-33,	-391
58,	00:00:08:105,	29,	-25,	-397
59,	00:00:08:105,	21,	-18,	-394
60,	00:00:08:105,	14,	-14,	-396
61,	00:00:08:105,	10,	-14,	-398
62,	00:00:08:105,	5,	-6,	-403
63,	00:00:08:105,	2,	-10,	-402
64,	00:00:08:105,	-4,	-11,	-401
65,	00:00:08:105,	-8,	-15,	-403
66,	00:00:08:105,	-10,	-15,	-406
67,	00:00:08:105,	-4,	-18,	-404
68,	00:00:08:105,	-2,	-18,	-409
69,	00:00:08:105,	-2,	-20,	-403
70,	00:00:08:105,	-3,	-19,	-398
71,	00:00:08:105,	-7,	-13,	-407
72,	00:00:08:105,	-9,	-6,	-406
73,	00:00:08:105,	-3,	-18,	-393
74,	00:00:08:120,	3,	-22,	-395
75,	00:00:08:120,	4,	-27,	-391
76,	00:00:08:120,	5,	-23,	-400
77,	00:00:08:120,	11,	-32,	-395
78,	00:00:08:120,	16,	-43,	-390
79,	00:00:08:120,	24,	-42,	-382
80,	00:00:08:120,	22,	-56,	-373
81,	00:00:08:120,	40,	-57,	-355
82,	00:00:08:120,	48,	-69,	-347
83,	00:00:08:120,	55,	-67,	-358
84,	00:00:08:120,	53,	-72,	-345
85,	00:00:08:120,	53,	-67,	-343
86,	00:00:08:120,	50,	-67,	-358
87,	00:00:08:120,	67,	-70,	-345
88,	00:00:08:120,	74,	-71,	-339
89,	00:00:08:120,	75,	-69,	-344
90,	00:00:08:120,	71,	-67,	-354
91,	00:00:08:121,	69,	-61,	-351
92,	00:00:08:121,	76,	-56,	-356
93,	00:00:08:121,	70,	-57,	-351
94,	00:00:08:121,	57,	-50,	-361
95,	00:00:08:121,	62,	-39,	-358
96,	00:00:08:121,	63,	-29,	-364
97,	00:00:08:122,	66,	-27,	-360
98,	00:00:08:122,	73,	-18,	-351
99,	00:00:08:122,	68,	-11,	-374
100,	00:00:08:122,	63,	-15,	-380
101,	00:00:08:122,	72,	4,	-376
102,	00:00:08:122,	66,	10,	-395
103,	00:00:08:122,	59,	16,	-400
104,	00:00:08:122,	57,	30,	-406
105,	00:00:08:122,	41,	30,	-424
106,	00:00:08:122,	43,	45,	-428
107,	00:00:08:123,	39,	48,	-424
108,	00:00:08:123,	28,	57,	-422
109,	00:00:08:123,	19,	68,	-430
110,	00:00:08:124,	12,	81,	-434
111,	00:00:08:124,	6,	88,	-435
112,	00:00:08:124,	-1,	95,	-443
113,	00:00:08:124,	-7,	103,	-447
114,	00:00:08:124,	-12,	105,	-451
115,	00:00:08:124,	-18,	110,	-454
116,	00:00:08:124,	-21,	114,	-466
117,	00:00:08:124,	-24,	112,	-470
118,	00:00:08:124,	-19,	111,	-481
119,	00:00:08:124,	-20,	113,	-485
120,	00:00:08:124,	-23,	106,	-490
121,	00:00:08:124,	-21,	106,	-499
122,	00:00:08:125,	-26,	107,	-504
123,	00:00:08:125,	-23,	106,	-502
124,	00:00:08:125,	-29,	105,	-507
125,	00:00:08:125,	-33,	103,	-509
126,	00:00:08:125,	-37,	104,	-513
127,	00:00:08:125,	-38,	102,	-517
128,	00:00:08:125,	-41,	99,	-516
129,	00:00:08:125,	-42,	100,	-529
130,	00:00:08:125,	-46,	99,	-537
131,	00:00:08:125,	-49,	100,	-544
132,	00:00:08:125,	-46,	100,	-545
133,	00:00:08:125,	-59,	93,	-556
134,	00:00:08:125,	-61,	88,	-564
135,	00:00:08:126,	-63,	84,	-566
136,	00:00:08:126,	-66,	84,	-574
137,	00:00:08:127,	-65,	82,	-578
138,	00:00:08:127,	-65,	74,	-578
139,	00:00:08:127,	-70,	72,	-583
140,	00:00:08:127,	-71,	68,	-586
141,	00:00:08:127,	-69,	61,	-580
142,	00:00:08:127,	-75,	56,	-576
143,	00:00:08:127,	-73,	49,	-573
144,	00:00:08:127,	-66,	41,	-570
145,	00:00:08:127,	-66,	39,	-563
146,	00:00:08:127,	-61,	28,	-555
147,	00:00:08:127,	-56,	24,	-550
148,	00:00:08:127,	-47,	18,	-543
149,	00:00:08:127,	-38,	16,	-539
150,	00:00:08:127,	-34,	13,	-533
151,	00:00:08:127,	-31,	11,	-528
152,	00:00:08:127,	-19,	10,	-516
153,	00:00:09:013,	-19,	7,	-509
154,	00:00:09:013,	-18,	6,	-497
155,	00:00:09:013,	-15,	7,	-491
156,	00:00:09:013,	-6,	6,	-485
157,	00:00:09:013,	-6,	9,	-480
158,	00:00:09:013,	-3,	7,	-466
159,	00:00:09:013,	0,	11,	-469
160,	00:00:09:014,	3,	7,	-456
161,	00:00:09:014,	5,	9,	-452
162,	00:00:09:014,	4,	6,	-442
163,	00:00:09:014,	11,	14,	-437
164,	00:00:09:014,	9,	7,	-431
165,	00:00:09:014,	10,	2,	-420
166,	00:00:09:014,	16,	1,	-416
167,	00:00:09:014,	15,	0,	-402
168,	00:00:09:014,	22,	-2,	-394
169,	00:00:09:027,	21,	-2,	-387
170,	00:00:09:027,	26,	-2,	-381
171,	00:00:09:027,	30,	1,	-379
172,	00:00:09:027,	34,	-2,	-368
173,	00:00:09:027,	31,	2,	-358
174,	00:00:09:027,	28,	6,	-359
175,	00:00:09:027,	28,	6,	-348
176,	00:00:09:027,	30,	7,	-333
177,	00:00:09:027,	28,	6,	-325
178,	00:00:09:027,	29,	9,	-318
179,	00:00:09:027,	30,	9,	-311
180,	00:00:09:027,	32,	7,	-303
181,	00:00:09:027,	37,	7,	-294
182,	00:00:09:027,	39,	13,	-292
183,	00:00:09:027,	45,	8,	-286
184,	00:00:09:027,	49,	8,	-278
185,	00:00:09:027,	53,	7,	-274
186,	00:00:09:042,	58,	7,	-263
187,	00:00:09:042,	55,	7,	-256
188,	00:00:09:042,	55,	8,	-251
189,	00:00:09:042,	59,	9,	-244
190,	00:00:09:042,	64,	8,	-237
191,	00:00:09:042,	65,	10,	-224
192,	00:00:09:042,	64,	7,	-215
193,	00:00:09:042,	63,	11,	-206
194,	00:00:09:042,	73,	17,	-199
195,	00:00:09:042,	71,	15,	-194
196,	00:00:09:042,	75,	21,	-187
197,	00:00:09:042,	77,	15,	-188
198,	00:00:09:042,	80,	7,	-183
199,	00:00:09:042,	82,	0,	-174
200,	00:00:09:042,	82,	-1,	-166
201,	00:00:09:042,	85,	0,	-153
202,	00:00:09:043,	91,	2,	-145
203,	00:00:09:043,	88,	7,	-138
204,	00:00:09:043,	88,	8,	-128
205,	00:00:09:043,	84,	12,	-119
206,	00:00:09:043,	79,	12,	-106
207,	00:00:09:043,	79,	12,	-94
208,	00:00:09:043,	76,	13,	-83
209,	00:00:09:043,	75,	13,	-74
210,	00:00:09:044,	72,	18,	-78
211,	00:00:09:044,	75,	14,	-79
212,	00:00:09:044,	73,	15,	-78
213,	00:00:09:044,	75,	15,	-81
214,	00:00:09:044,	76,	17,	-82
215,	00:00:09:044,	79,	20,	-79
216,	00:00:09:044,	81,	20,	-75
217,	00:00:09:044,	79,	22,	-70
218,	00:00:09:045,	79,	27,	-67
219,	00:00:09:045,	85,	24,	-60
220,	00:00:09:045,	86,	26,	-56
221,	00:00:09:045,	89,	26,	-56
222,	00:00:09:045,	88,	28,	-55
223,	00:00:09:045,	92,	25,	-54
