ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:
192	00:00:08:019	4	1	249				0,015910296	0,003977574	0,990415902
193	00:00:08:019	1	2	249				0,003977574	0,007955148	0,990415902
194	00:00:08:019	3	1	252				0,011932722	0,003977574	1,002348624
195	00:00:08:019	2	1	250				0,007955148	0,003977574	0,994393476
196	00:00:08:019	5	1	251				0,01988787	0,003977574	0,99837105
197	00:00:08:019	6	1	252				0,023865443	0,003977574	1,002348624
198	00:00:08:019	3	2	248				0,011932722	0,007955148	0,986438328
199	00:00:08:019	5	2	250				0,01988787	0,007955148	0,994393476
0	00:00:09:049	3	4	252				0,011932722	0,015910296	1,002348624
1	00:00:09:049	1	3	252				0,003977574	0,011932722	1,002348624
2	00:00:09:050	2	0	250				0,007955148	0	0,994393476
3	00:00:09:050	4	1	253				0,015910296	0,003977574	1,006326198
4	00:00:09:050	3	3	250				0,011932722	0,011932722	0,994393476
5	00:00:09:050	4	5	246				0,015910296	0,01988787	0,97848318
6	00:00:09:050	2	4	249				0,007955148	0,015910296	0,990415902
7	00:00:09:050	5	1	250				0,01988787	0,003977574	0,994393476
8	00:00:09:050	2	1	248				0,007955148	0,003977574	0,986438328
9	00:00:09:050	3	1	252				0,011932722	0,003977574	1,002348624
10	00:00:09:050	4	0	248				0,015910296	0	0,986438328
11	00:00:09:050	8	-1	250				0,031820591	-0,003977574	0,994393476
12	00:00:09:050	-1	4	246				-0,003977574	0,015910296	0,97848318
13	00:00:09:050	0	3	249				0	0,011932722	0,990415902
14	00:00:09:050	2	3	253				0,007955148	0,011932722	1,006326198
15	00:00:09:051	1	2	259				0,003977574	0,007955148	1,030191641
16	00:00:09:051	1	1	257				0,003977574	0,003977574	1,022236493
17	00:00:09:051	3	2	254				0,011932722	0,007955148	1,010303772
18	00:00:09:051	0	3	252				0	0,011932722	1,002348624
19	00:00:09:051	4	2	253				0,015910296	0,007955148	1,006326198
20	00:00:09:051	7	1	252				0,027843017	0,003977574	1,002348624
21	00:00:09:052	6	2	249				0,023865443	0,007955148	0,990415902
22	00:00:09:052	8	0	250				0,031820591	0	0,994393476
23	00:00:09:052	6	1	247				0,023865443	0,003977574	0,982460754
24	00:00:09:052	7	2	249				0,027843017	0,007955148	0,990415902
25	00:00:09:052	3	4	255				0,011932722	0,015910296	1,014281346
26	00:00:09:052	-1	0	255				-0,003977574	0	1,014281346
27	00:00:09:052	0	1	249				0	0,003977574	0,990415902
28	00:00:09:052	5	0	256				0,01988787	0	1,018258919
29	00:00:09:052	4	2	250				0,015910296	0,007955148	0,994393476
30	00:00:09:052	5	3	252				0,01988787	0,011932722	1,002348624
31	00:00:09:052	3	3	245				0,011932722	0,011932722	0,974505607
32	00:00:09:052	4	1	249				0,015910296	0,003977574	0,990415902
33	00:00:09:052	1	0	252				0,003977574	0	1,002348624
34	00:00:09:052	2	-1	251				0,007955148	-0,003977574	0,99837105
35	00:00:09:052	4	1	254				0,015910296	0,003977574	1,010303772
36	00:00:09:052	5	0	253				0,01988787	0	1,006326198
37	00:00:09:052	6	1	246				0,023865443	0,003977574	0,97848318
38	00:00:09:052	5	1	249				0,01988787	0,003977574	0,990415902
39	00:00:09:053	13	7	258				0,051708461	0,027843017	1,026214067
40	00:00:09:053	6	2	249				0,023865443	0,007955148	0,990415902
41	00:00:09:053	5	1	248				0,01988787	0,003977574	0,986438328
42	00:00:09:053	3	4	252				0,011932722	0,015910296	1,002348624
43	00:00:09:053	4	2	250				0,015910296	0,007955148	0,994393476
44	00:00:09:053	1	2	251				0,003977574	0,007955148	0,99837105
45	00:00:09:053	5	0	250				0,01988787	0	0,994393476
46	00:00:09:053	5	0	252				0,01988787	0	1,002348624
47	00:00:09:053	4	1	251				0,015910296	0,003977574	0,99837105
48	00:00:09:053	10	0	248				0,039775739	0	0,986438328
49	00:00:09:053	2	1	248				0,007955148	0,003977574	0,986438328
50	00:00:09:053	2	2	250				0,007955148	0,007955148	0,994393476
51	00:00:09:053	4	0	248				0,015910296	0	0,986438328
52	00:00:09:053	2	2	252				0,007955148	0,007955148	1,002348624
53	00:00:09:053	4	2	250				0,015910296	0,007955148	0,994393476
54	00:00:09:053	2	1	251				0,007955148	0,003977574	0,99837105
55	00:00:09:053	1	1	256				0,003977574	0,003977574	1,018258919
56	00:00:09:054	5	3	255				0,01988787	0,011932722	1,014281346
57	00:00:09:054	1	5	254				0,003977574	0,01988787	1,010303772
58	00:00:09:054	1	1	252				0,003977574	0,003977574	1,002348624
59	00:00:09:054	1	5	251				0,003977574	0,01988787	0,99837105
60	00:00:09:055	7	2	254				0,027843017	0,007955148	1,010303772
61	00:00:09:055	9	0	249				0,035798165	0	0,990415902
62	00:00:09:055	4	4	251				0,015910296	0,015910296	0,99837105
63	00:00:09:055	3	3	252				0,011932722	0,011932722	1,002348624
64	00:00:09:055	2	3	253				0,007955148	0,011932722	1,006326198
65	00:00:09:055	2	0	250				0,007955148	0	0,994393476
66	00:00:09:055	5	1	250				0,01988787	0,003977574	0,994393476
67	00:00:09:055	5	1	250				0,01988787	0,003977574	0,994393476
68	00:00:09:055	2	1	251				0,007955148	0,003977574	0,99837105
69	00:00:09:055	3	2	254				0,011932722	0,007955148	1,010303772
70	00:00:09:055	8	1	253				0,031820591	0,003977574	1,006326198
71	00:00:09:055	2	4	254				0,007955148	0,015910296	1,010303772
72	00:00:09:055	2	3	250				0,007955148	0,011932722	0,994393476
73	00:00:09:055	3	1	251				0,011932722	0,003977574	0,99837105
74	00:00:09:055	1	2	251				0,003977574	0,007955148	0,99837105
75	00:00:09:057	5	1	247				0,01988787	0,003977574	0,982460754
76	00:00:09:057	9	8	250				0,035798165	0,031820591	0,994393476
77	00:00:09:057	6	2	248				0,023865443	0,007955148	0,986438328
78	00:00:09:057	4	1	250				0,015910296	0,003977574	0,994393476
79	00:00:09:057	3	1	247				0,011932722	0,003977574	0,982460754
80	00:00:09:058	3	1	251				0,011932722	0,003977574	0,99837105
81	00:00:09:058	6	2	253				0,023865443	0,007955148	1,006326198
82	00:00:09:058	11	9	256				0,043753313	0,035798165	1,018258919
83	00:00:09:058	1	0	253				0,003977574	0	1,006326198
84	00:00:09:058	1	0	253				0,003977574	0	1,006326198
85	00:00:09:058	3	1	251				0,011932722	0,003977574	0,99837105
86	00:00:09:058	4	2	250				0,015910296	0,007955148	0,994393476
87	00:00:09:058	1	0	251				0,003977574	0	0,99837105
88	00:00:09:058	1	1	251				0,003977574	0,003977574	0,99837105
89	00:00:09:058	3	1	251				0,011932722	0,003977574	0,99837105
90	00:00:09:058	1	1	252				0,003977574	0,003977574	1,002348624
91	00:00:09:058	4	0	250				0,015910296	0	0,994393476
92	00:00:09:058	4	-1	250				0,015910296	-0,003977574	0,994393476
93	00:00:09:058	4	0	250				0,015910296	0	0,994393476
94	00:00:09:059	4	0	248				0,015910296	0	0,986438328
95	00:00:09:059	5	4	251				0,01988787	0,015910296	0,99837105
96	00:00:09:059	-1	2	248				-0,003977574	0,007955148	0,986438328
97	00:00:09:059	3	6	248				0,011932722	0,023865443	0,986438328
98	00:00:09:059	1	1	252				0,003977574	0,003977574	1,002348624
99	00:00:09:059	2	-1	255				0,007955148	-0,003977574	1,014281346
100	00:00:10:045	2	2	246				0,007955148	0,007955148	0,97848318
101	00:00:10:046	2	2	248				0,007955148	0,007955148	0,986438328
102	00:00:10:046	1	0	252				0,003977574	0	1,002348624
103	00:00:10:046	0	0	248				0	0	0,986438328
104	00:00:10:046	-1	1	253				-0,003977574	0,003977574	1,006326198
105	00:00:10:046	0	1	252				0	0,003977574	1,002348624
106	00:00:10:046	-2	0	252				-0,007955148	0	1,002348624
107	00:00:10:046	1	-2	252				0,003977574	-0,007955148	1,002348624
108	00:00:10:046	7	2	252				0,027843017	0,007955148	1,002348624
109	00:00:10:046	-3	-1	248				-0,011932722	-0,003977574	0,986438328
110	00:00:10:046	1	1	247				0,003977574	0,003977574	0,982460754
111	00:00:10:047	0	0	254				0	0	1,010303772
112	00:00:10:047	1	2	249				0,003977574	0,007955148	0,990415902
113	00:00:10:047	2	-1	246				0,007955148	-0,003977574	0,97848318
114	00:00:10:047	2	0	251				0,007955148	0	0,99837105
115	00:00:10:047	1	0	255				0,003977574	0	1,014281346
116	00:00:10:047	0	0	250				0	0	0,994393476
117	00:00:10:047	0	-4	242				0	-0,015910296	0,962572885
118	00:00:10:047	-5	1	248				-0,01988787	0,003977574	0,986438328
119	00:00:10:047	-1	2	251				-0,003977574	0,007955148	0,99837105
120	00:00:10:047	0	4	251				0	0,015910296	0,99837105
121	00:00:10:047	-1	3	251				-0,003977574	0,011932722	0,99837105
122	00:00:10:047	1	1	251				0,003977574	0,003977574	0,99837105
123	00:00:10:047	0	1	251				0	0,003977574	0,99837105
124	00:00:10:047	1	1	250				0,003977574	0,003977574	0,994393476
125	00:00:10:047	-2	1	249				-0,007955148	0,003977574	0,990415902
126	00:00:10:047	5	-1	253				0,01988787	-0,003977574	1,006326198
127	00:00:10:047	-3	0	257				-0,011932722	0	1,022236493
128	00:00:10:047	0	1	251				0	0,003977574	0,99837105
129	00:00:10:048	0	2	249				0	0,007955148	0,990415902
130	00:00:10:048	0	2	255				0	0,007955148	1,014281346
131	00:00:10:048	0	1	253				0	0,003977574	1,006326198
132	00:00:10:048	-5	1	251				-0,01988787	0,003977574	0,99837105
133	00:00:10:048	0	1	252				0	0,003977574	1,002348624
134	00:00:10:048	-2	1	249				-0,007955148	0,003977574	0,990415902
135	00:00:10:048	-3	2	244				-0,011932722	0,007955148	0,970528033
136	00:00:10:048	-5	4	252				-0,01988787	0,015910296	1,002348624
137	00:00:10:048	0	5	251				0	0,01988787	0,99837105
138	00:00:10:048	-5	2	250				-0,01988787	0,007955148	0,994393476
139	00:00:10:048	-5	-2	248				-0,01988787	-0,007955148	0,986438328
140	00:00:10:049	-5	1	248				-0,01988787	0,003977574	0,986438328
141	00:00:10:049	0	0	250				0	0	0,994393476
142	00:00:10:049	-1	0	246				-0,003977574	0	0,97848318
143	00:00:10:049	-2	2	249				-0,007955148	0,007955148	0,990415902
144	00:00:10:049	-2	1	251				-0,007955148	0,003977574	0,99837105
145	00:00:10:049	-2	1	251				-0,007955148	0,003977574	0,99837105
146	00:00:10:050	0	3	254				0	0,011932722	1,010303772
147	00:00:10:050	-1	1	252				-0,003977574	0,003977574	1,002348624
148	00:00:10:050	-1	3	252				-0,003977574	0,011932722	1,002348624
149	00:00:10:050	-1	0	251				-0,003977574	0	0,99837105
150	00:00:10:050	0	2	251				0	0,007955148	0,99837105
151	00:00:10:050	-2	3	251				-0,007955148	0,011932722	0,99837105
152	00:00:10:050	0	1	255				0	0,003977574	1,014281346
153	00:00:10:050	-2	1	246				-0,007955148	0,003977574	0,97848318
154	00:00:10:050	-3	2	247				-0,011932722	0,007955148	0,982460754
155	00:00:10:050	-4	0	251				-0,015910296	0	0,99837105
156	00:00:10:050	-3	2	251				-0,011932722	0,007955148	0,99837105
157	00:00:10:050	0	1	247				0	0,003977574	0,982460754
158	00:00:10:050	-7	4	251				-0,027843017	0,015910296	0,99837105
159	00:00:10:050	-4	3	250				-0,015910296	0,011932722	0,994393476
160	00:00:10:050	-3	5	249				-0,011932722	0,01988787	0,990415902
161	00:00:10:050	-4	1	247				-0,015910296	0,003977574	0,982460754
162	00:00:10:050	-6	1	252				-0,023865443	0,003977574	1,002348624
163	00:00:10:051	-5	2	255				-0,01988787	0,007955148	1,014281346
164	00:00:10:051	-3	2	253				-0,011932722	0,007955148	1,006326198
165	00:00:10:051	-3	1	251				-0,011932722	0,003977574	0,99837105
166	00:00:10:051	-12	5	250				-0,047730887	0,01988787	0,994393476
167	00:00:10:051	-3	0	250				-0,011932722	0	0,994393476
168	00:00:10:051	-5	2	251				-0,01988787	0,007955148	0,99837105
169	00:00:10:051	-6	4	253				-0,023865443	0,015910296	1,006326198
170	00:00:10:051	-5	2	248				-0,01988787	0,007955148	0,986438328
171	00:00:10:051	-8	0	247				-0,031820591	0	0,982460754
172	00:00:10:051	-4	0	245				-0,015910296	0	0,974505607
173	00:00:10:051	-4	0	252				-0,015910296	0	1,002348624
174	00:00:10:051	-9	2	252				-0,035798165	0,007955148	1,002348624
175	00:00:10:051	-7	0	253				-0,027843017	0	1,006326198
176	00:00:10:051	-8	1	251				-0,031820591	0,003977574	0,99837105
177	00:00:10:051	-6	2	251				-0,023865443	0,007955148	0,99837105
178	00:00:10:051	-2	2	253				-0,007955148	0,007955148	1,006326198
179	00:00:10:052	-8	3	252				-0,031820591	0,011932722	1,002348624
180	00:00:10:052	-4	1	251				-0,015910296	0,003977574	0,99837105
181	00:00:10:052	-3	3	253				-0,011932722	0,011932722	1,006326198
182	00:00:10:052	-4	2	250				-0,015910296	0,007955148	0,994393476
183	00:00:10:053	-3	1	249				-0,011932722	0,003977574	0,990415902
184	00:00:10:053	-2	0	247				-0,007955148	0	0,982460754
185	00:00:10:053	-6	1	250				-0,023865443	0,003977574	0,994393476
186	00:00:10:053	-5	0	250				-0,01988787	0	0,994393476
187	00:00:10:053	-8	1	246				-0,031820591	0,003977574	0,97848318
188	00:00:10:053	-6	1	253				-0,023865443	0,003977574	1,006326198
189	00:00:10:053	-7	2	249				-0,027843017	0,007955148	0,990415902
190	00:00:10:053	-7	3	251				-0,027843017	0,011932722	0,99837105
191	00:00:10:053	-7	2	252				-0,027843017	0,007955148	1,002348624
192	00:00:10:053	-8	2	253				-0,031820591	0,007955148	1,006326198
193	00:00:10:053	-7	4	246				-0,027843017	0,015910296	0,97848318
194	00:00:10:053	-9	1	249				-0,035798165	0,003977574	0,990415902
195	00:00:10:053	-6	1	249				-0,023865443	0,003977574	0,990415902
196	00:00:10:053	-8	1	250				-0,031820591	0,003977574	0,994393476
197	00:00:10:056	-6	3	249				-0,023865443	0,011932722	0,990415902
198	00:00:10:056	-9	2	251				-0,035798165	0,007955148	0,99837105
199	00:00:10:056	-2	0	248				-0,007955148	0	0,986438328
0	00:00:11:041	-6	1	252				-0,023865443	0,003977574	1,002348624
1	00:00:11:042	-9	2	255				-0,035798165	0,007955148	1,014281346
2	00:00:11:042	-9	3	250				-0,035798165	0,011932722	0,994393476
3	00:00:11:042	-9	2	252				-0,035798165	0,007955148	1,002348624
4	00:00:11:042	-9	4	249				-0,035798165	0,015910296	0,990415902
5	00:00:11:042	-6	2	250				-0,023865443	0,007955148	0,994393476
6	00:00:11:042	-6	3	250				-0,023865443	0,011932722	0,994393476
7	00:00:11:042	-7	4	248				-0,027843017	0,015910296	0,986438328
8	00:00:11:042	-9	2	251				-0,035798165	0,007955148	0,99837105
9	00:00:11:042	-11	3	250				-0,043753313	0,011932722	0,994393476
10	00:00:11:042	-10	1	253				-0,039775739	0,003977574	1,006326198
11	00:00:11:042	-8	0	254				-0,031820591	0	1,010303772
12	00:00:11:042	-4	0	253				-0,015910296	0	1,006326198
13	00:00:11:042	-6	0	252				-0,023865443	0	1,002348624
14	00:00:11:042	-7	3	250				-0,027843017	0,011932722	0,994393476
15	00:00:11:043	-7	2	250				-0,027843017	0,007955148	0,994393476
16	00:00:11:043	-8	4	246				-0,031820591	0,015910296	0,97848318
17	00:00:11:043	-7	3	250				-0,027843017	0,011932722	0,994393476
18	00:00:11:043	-7	1	253				-0,027843017	0,003977574	1,006326198
19	00:00:11:043	-9	2	251				-0,035798165	0,007955148	0,99837105
20	00:00:11:043	-9	1	253				-0,035798165	0,003977574	1,006326198
21	00:00:11:043	-11	2	249				-0,043753313	0,007955148	0,990415902
22	00:00:11:043	-9	3	252				-0,035798165	0,011932722	1,002348624
23	00:00:11:043	-9	3	252				-0,035798165	0,011932722	1,002348624
24	00:00:11:043	-10	2	244				-0,039775739	0,007955148	0,970528033
25	00:00:11:043	-9	1	248				-0,035798165	0,003977574	0,986438328
26	00:00:11:043	-11	1	250				-0,043753313	0,003977574	0,994393476
27	00:00:11:043	-9	3	246				-0,035798165	0,011932722	0,97848318
28	00:00:11:043	-11	3	246				-0,043753313	0,011932722	0,97848318
29	00:00:11:044	-14	4	248				-0,055686035	0,015910296	0,986438328
30	00:00:11:044	-8	3	250				-0,031820591	0,011932722	0,994393476
31	00:00:11:044	-13	5	248				-0,051708461	0,01988787	0,986438328
32	00:00:11:044	-14	3	252				-0,055686035	0,011932722	1,002348624
33	00:00:11:045	-16	1	255				-0,063641182	0,003977574	1,014281346
34	00:00:11:045	-18	6	253				-0,07159633	0,023865443	1,006326198
35	00:00:11:045	-15	2	253				-0,059663609	0,007955148	1,006326198
36	00:00:11:045	-15	5	253				-0,059663609	0,01988787	1,006326198
37	00:00:11:045	-11	1	252				-0,043753313	0,003977574	1,002348624
38	00:00:11:045	-7	0	252				-0,027843017	0	1,002348624
39	00:00:11:045	-11	4	249				-0,043753313	0,015910296	0,990415902
40	00:00:11:045	-10	3	249				-0,039775739	0,011932722	0,990415902
41	00:00:11:045	-15	5	246				-0,059663609	0,01988787	0,97848318
42	00:00:11:045	-13	2	250				-0,051708461	0,007955148	0,994393476
43	00:00:11:045	-14	0	247				-0,055686035	0	0,982460754
44	00:00:11:045	-17	3	252				-0,067618756	0,011932722	1,002348624
45	00:00:11:045	-17	2	253				-0,067618756	0,007955148	1,006326198
46	00:00:11:045	-13	0	255				-0,051708461	0	1,014281346
47	00:00:11:045	-13	1	249				-0,051708461	0,003977574	0,990415902
48	00:00:11:045	-12	3	250				-0,047730887	0,011932722	0,994393476
49	00:00:11:045	-14	2	249				-0,055686035	0,007955148	0,990415902
50	00:00:11:046	-14	3	250				-0,055686035	0,011932722	0,994393476
51	00:00:11:046	-16	5	250				-0,063641182	0,01988787	0,994393476
52	00:00:11:046	-14	4	249				-0,055686035	0,015910296	0,990415902
53	00:00:11:046	-16	4	250				-0,063641182	0,015910296	0,994393476
54	00:00:11:046	-19	5	248				-0,075573904	0,01988787	0,986438328
55	00:00:11:046	-16	3	252				-0,063641182	0,011932722	1,002348624
56	00:00:11:046	-17	2	252				-0,067618756	0,007955148	1,002348624
57	00:00:11:046	-19	6	254				-0,075573904	0,023865443	1,010303772
58	00:00:11:046	-19	5	251				-0,075573904	0,01988787	0,99837105
59	00:00:11:046	-19	1	249				-0,075573904	0,003977574	0,990415902
60	00:00:11:046	-19	3	247				-0,075573904	0,011932722	0,982460754
61	00:00:11:046	-16	4	246				-0,063641182	0,015910296	0,97848318
62	00:00:11:046	-15	6	247				-0,059663609	0,023865443	0,982460754
63	00:00:11:046	-16	2	243				-0,063641182	0,007955148	0,966550459
64	00:00:11:046	-18	5	246				-0,07159633	0,01988787	0,97848318
65	00:00:11:046	-17	6	243				-0,067618756	0,023865443	0,966550459
66	00:00:11:046	-17	3	248				-0,067618756	0,011932722	0,986438328
67	00:00:11:049	-19	2	252				-0,075573904	0,007955148	1,002348624
68	00:00:11:049	-19	4	249				-0,075573904	0,015910296	0,990415902
69	00:00:11:049	-20	5	253				-0,079551478	0,01988787	1,006326198
70	00:00:11:049	-19	3	249				-0,075573904	0,011932722	0,990415902
71	00:00:11:049	-20	4	249				-0,079551478	0,015910296	0,990415902
72	00:00:11:049	-15	5	252				-0,059663609	0,01988787	1,002348624
73	00:00:11:049	-17	7	251				-0,067618756	0,027843017	0,99837105
74	00:00:11:049	-20	1	248				-0,079551478	0,003977574	0,986438328
75	00:00:11:049	-20	7	250				-0,079551478	0,027843017	0,994393476
76	00:00:11:049	-20	4	254				-0,079551478	0,015910296	1,010303772
77	00:00:11:049	-18	3	249				-0,07159633	0,011932722	0,990415902
78	00:00:11:049	-16	5	253				-0,063641182	0,01988787	1,006326198
79	00:00:11:049	-14	4	250				-0,055686035	0,015910296	0,994393476
80	00:00:11:049	-12	2	251				-0,047730887	0,007955148	0,99837105
81	00:00:11:049	-14	5	250				-0,055686035	0,01988787	0,994393476
82	00:00:11:049	-15	5	245				-0,059663609	0,01988787	0,974505607
83	00:00:11:049	-16	2	250				-0,063641182	0,007955148	0,994393476
84	00:00:11:050	-14	3	249				-0,055686035	0,011932722	0,990415902
85	00:00:11:050	-16	4	250				-0,063641182	0,015910296	0,994393476
86	00:00:11:050	-17	4	250				-0,067618756	0,015910296	0,994393476
87	00:00:11:050	-16	4	251				-0,063641182	0,015910296	0,99837105
88	00:00:11:050	-19	4	252				-0,075573904	0,015910296	1,002348624
89	00:00:11:050	-17	4	253				-0,067618756	0,015910296	1,006326198
90	00:00:11:050	-18	5	250				-0,07159633	0,01988787	0,994393476
91	00:00:11:050	-16	7	251				-0,063641182	0,027843017	0,99837105
92	00:00:11:050	-18	4	252				-0,07159633	0,015910296	1,002348624
93	00:00:11:051	-16	4	250				-0,063641182	0,015910296	0,994393476
94	00:00:11:051	-11	1	248				-0,043753313	0,003977574	0,986438328
95	00:00:11:051	-13	3	246				-0,051708461	0,011932722	0,97848318
96	00:00:11:051	-14	3	243				-0,055686035	0,011932722	0,966550459
97	00:00:11:051	-12	3	249				-0,047730887	0,011932722	0,990415902
98	00:00:11:051	-14	0	248				-0,055686035	0	0,986438328
99	00:00:11:051	-17	2	251				-0,067618756	0,007955148	0,99837105
100	00:00:12:037	-18	1	249				-0,07159633	0,003977574	0,990415902
101	00:00:12:039	-16	0	250				-0,063641182	0	0,994393476
102	00:00:12:039	-16	1	249				-0,063641182	0,003977574	0,990415902
103	00:00:12:039	-17	3	254				-0,067618756	0,011932722	1,010303772
104	00:00:12:039	-18	4	251				-0,07159633	0,015910296	0,99837105
105	00:00:12:039	-14	3	252				-0,055686035	0,011932722	1,002348624
106	00:00:12:039	-11	2	246				-0,043753313	0,007955148	0,97848318
107	00:00:12:039	-9	2	249				-0,035798165	0,007955148	0,990415902
108	00:00:12:039	-13	2	247				-0,051708461	0,007955148	0,982460754
109	00:00:12:039	-11	2	248				-0,043753313	0,007955148	0,986438328
110	00:00:12:039	-13	3	251				-0,051708461	0,011932722	0,99837105
111	00:00:12:039	-11	3	252				-0,043753313	0,011932722	1,002348624
112	00:00:12:039	-14	5	248				-0,055686035	0,01988787	0,986438328
113	00:00:12:039	-12	1	249				-0,047730887	0,003977574	0,990415902
114	00:00:12:039	-15	2	250				-0,059663609	0,007955148	0,994393476
115	00:00:12:039	-14	1	250				-0,055686035	0,003977574	0,994393476
116	00:00:12:039	-13	2	251				-0,051708461	0,007955148	0,99837105
117	00:00:12:040	-13	2	250				-0,051708461	0,007955148	0,994393476
118	00:00:12:040	-10	2	250				-0,039775739	0,007955148	0,994393476
119	00:00:12:040	-10	1	252				-0,039775739	0,003977574	1,002348624
120	00:00:12:040	-10	3	247				-0,039775739	0,011932722	0,982460754
121	00:00:12:040	-11	-1	254				-0,043753313	-0,003977574	1,010303772
122	00:00:12:040	-8	2	253				-0,031820591	0,007955148	1,006326198
123	00:00:12:040	-13	3	255				-0,051708461	0,011932722	1,014281346
124	00:00:12:040	-10	0	251				-0,039775739	0	0,99837105
125	00:00:12:041	-10	2	247				-0,039775739	0,007955148	0,982460754
126	00:00:12:041	-9	2	254				-0,035798165	0,007955148	1,010303772
127	00:00:12:041	-10	1	255				-0,039775739	0,003977574	1,014281346
128	00:00:12:041	-10	2	254				-0,039775739	0,007955148	1,010303772
129	00:00:12:041	-10	5	251				-0,039775739	0,01988787	0,99837105
130	00:00:12:041	-8	3	250				-0,031820591	0,011932722	0,994393476
131	00:00:12:041	-10	3	251				-0,039775739	0,011932722	0,99837105
132	00:00:12:041	-7	1	251				-0,027843017	0,003977574	0,99837105
133	00:00:12:041	-6	3	250				-0,023865443	0,011932722	0,994393476
134	00:00:12:042	-6	5	252				-0,023865443	0,01988787	1,002348624
135	00:00:12:042	-7	2	252				-0,027843017	0,007955148	1,002348624
136	00:00:12:042	-8	3	250				-0,031820591	0,011932722	0,994393476
137	00:00:12:042	-6	3	249				-0,023865443	0,011932722	0,990415902
138	00:00:12:042	-5	3	248				-0,01988787	0,011932722	0,986438328
139	00:00:12:042	-9	2	252				-0,035798165	0,007955148	1,002348624
140	00:00:12:042	-6	3	253				-0,023865443	0,011932722	1,006326198
141	00:00:12:042	-5	1	252				-0,01988787	0,003977574	1,002348624
142	00:00:12:042	-6	3	253				-0,023865443	0,011932722	1,006326198
143	00:00:12:042	-2	1	250				-0,007955148	0,003977574	0,994393476
144	00:00:12:042	-2	2	255				-0,007955148	0,007955148	1,014281346
145	00:00:12:042	-2	1	251				-0,007955148	0,003977574	0,99837105
146	00:00:12:042	-5	4	252				-0,01988787	0,015910296	1,002348624
147	00:00:12:042	-4	1	253				-0,015910296	0,003977574	1,006326198
148	00:00:12:042	-5	1	252				-0,01988787	0,003977574	1,002348624
149	00:00:12:042	0	2	251				0	0,007955148	0,99837105
150	00:00:12:042	-4	3	255				-0,015910296	0,011932722	1,014281346
151	00:00:12:043	-3	3	252				-0,011932722	0,011932722	1,002348624
152	00:00:12:043	-1	3	251				-0,003977574	0,011932722	0,99837105
153	00:00:12:043	0	1	246				0	0,003977574	0,97848318
154	00:00:12:043	0	0	251				0	0	0,99837105
155	00:00:12:043	1	0	249				0,003977574	0	0,990415902
156	00:00:12:043	1	1	242				0,003977574	0,003977574	0,962572885
157	00:00:12:043	1	2	247				0,003977574	0,007955148	0,982460754
158	00:00:12:043	-1	3	250				-0,003977574	0,011932722	0,994393476
159	00:00:12:043	0	4	250				0	0,015910296	0,994393476
160	00:00:12:043	0	3	254				0	0,011932722	1,010303772
161	00:00:12:043	0	3	254				0	0,011932722	1,010303772
162	00:00:12:043	1	1	251				0,003977574	0,003977574	0,99837105
163	00:00:12:043	1	2	250				0,003977574	0,007955148	0,994393476
164	00:00:12:044	1	1	254				0,003977574	0,003977574	1,010303772
165	00:00:12:044	0	7	248				0	0,027843017	0,986438328
166	00:00:12:044	1	5	253				0,003977574	0,01988787	1,006326198
167	00:00:12:044	-1	3	248				-0,003977574	0,011932722	0,986438328
168	00:00:12:045	-1	3	249				-0,003977574	0,011932722	0,990415902
169	00:00:12:045	0	2	252				0	0,007955148	1,002348624
170	00:00:12:045	1	2	250				0,003977574	0,007955148	0,994393476
171	00:00:12:045	0	2	253				0	0,007955148	1,006326198
172	00:00:12:045	2	2	249				0,007955148	0,007955148	0,990415902
173	00:00:12:045	3	-1	250				0,011932722	-0,003977574	0,994393476
174	00:00:12:045	0	4	249				0	0,015910296	0,990415902
175	00:00:12:045	4	1	252				0,015910296	0,003977574	1,002348624
176	00:00:12:045	0	0	250				0	0	0,994393476
177	00:00:12:045	-1	3	254				-0,003977574	0,011932722	1,010303772
178	00:00:12:045	0	2	254				0	0,007955148	1,010303772
179	00:00:12:045	-2	2	249				-0,007955148	0,007955148	0,990415902
180	00:00:12:045	-1	0	255				-0,003977574	0	1,014281346
181	00:00:12:045	0	1	254				0	0,003977574	1,010303772
182	00:00:12:045	0	4	254				0	0,015910296	1,010303772
183	00:00:12:045	1	2	247				0,003977574	0,007955148	0,982460754
184	00:00:12:045	0	3	248				0	0,011932722	0,986438328
185	00:00:12:045	1	2	250				0,003977574	0,007955148	0,994393476
186	00:00:12:046	1	3	251				0,003977574	0,011932722	0,99837105
187	00:00:12:046	3	2	249				0,011932722	0,007955148	0,990415902
188	00:00:12:046	0	3	247				0	0,011932722	0,982460754
189	00:00:12:046	1	3	248				0,003977574	0,011932722	0,986438328
190	00:00:12:046	1	3	248				0,003977574	0,011932722	0,986438328
191	00:00:12:046	-1	2	250				-0,003977574	0,007955148	0,994393476
192	00:00:12:046	0	4	249				0	0,015910296	0,990415902
193	00:00:12:046	1	1	251				0,003977574	0,003977574	0,99837105
194	00:00:12:046	1	1	254				0,003977574	0,003977574	1,010303772
195	00:00:12:046	2	0	251				0,007955148	0	0,99837105
196	00:00:12:046	1	3	256				0,003977574	0,011932722	1,018258919
197	00:00:12:046	0	1	244				0	0,003977574	0,970528033
198	00:00:12:046	2	2	248				0,007955148	0,007955148	0,986438328
