ndx:	HR:MN:SC:1/128s:	x:	y:	z:	unit factor			x:	y:	z:
6	00:00:21:087	-172	511	511				-0,684142712	2,032540265	2,032540265
7	00:00:21:087	-166	511	453				-0,660277268	2,032540265	1,801840979
8	00:00:21:087	-186	511	380				-0,739828746	2,032540265	1,511478084
9	00:00:21:087	-206	511	354				-0,819380224	2,032540265	1,408061162
10	00:00:21:087	-228	393	364				-0,90688685	1,563186544	1,447836901
11	00:00:21:087	-234	280	396				-0,930752294	1,113720693	1,575119266
12	00:00:21:088	-202	155	390				-0,803469929	0,616523955	1,551253823
13	00:00:21:088	-168	44	366				-0,668232416	0,175013252	1,455792049
14	00:00:21:088	-163	-41	370				-0,648344546	-0,16308053	1,471702345
15	00:00:21:088	-157	-109	368				-0,624479103	-0,433555556	1,463747197
16	00:00:21:089	-152	-141	375				-0,604591233	-0,56083792	1,491590214
17	00:00:21:089	-161	-184	401				-0,640389399	-0,731873598	1,595007136
18	00:00:21:089	-175	-244	388				-0,696075433	-0,970528033	1,543298675
19	00:00:21:089	-167	-315	353				-0,664254842	-1,25293578	1,404083588
20	00:00:21:089	-123	-397	355				-0,48924159	-1,57909684	1,412038736
21	00:00:21:089	-86	-485	366				-0,342071356	-1,929123344	1,455792049
22	00:00:21:089	-90	-512	409				-0,357981651	-2,036517839	1,626827727
23	00:00:21:089	-93	-512	441				-0,369914373	-2,036517839	1,754110092
24	00:00:21:089	-68	-512	428				-0,270475025	-2,036517839	1,702401631
25	00:00:21:089	-30	-512	372				-0,119327217	-2,036517839	1,479657492
26	00:00:21:089	-45	-504	306				-0,178990826	-2,004697248	1,217137615
27	00:00:21:089	-60	-480	265				-0,238654434	-1,909235474	1,054057085
28	00:00:21:090	-61	-425	275				-0,242632008	-1,690468909	1,093832824
29	00:00:21:090	-59	-370	318				-0,23467686	-1,471702345	1,264868502
30	00:00:21:090	-26	-310	338				-0,103416922	-1,23304791	1,34441998
31	00:00:21:090	-1	-263	302				-0,003977574	-1,046101937	1,201227319
32	00:00:21:090	5	-214	271				0,01988787	-0,851200815	1,077922528
33	00:00:21:090	29	-179	257				0,115349643	-0,711985729	1,022236493
34	00:00:21:090	44	-136	248				0,175013252	-0,540950051	0,986438328
35	00:00:21:090	46	-89	251				0,1829684	-0,354004077	0,99837105
36	00:00:21:090	38	-51	254				0,151147808	-0,202856269	1,010303772
37	00:00:21:090	3	-16	255				0,011932722	-0,063641182	1,014281346
38	00:00:21:090	-17	7	246				-0,067618756	0,027843017	0,97848318
39	00:00:21:090	-16	18	223				-0,063641182	0,07159633	0,886998981
40	00:00:21:090	-10	23	189				-0,039775739	0,0914842	0,751761468
41	00:00:21:090	1	22	199				0,003977574	0,087506626	0,791537207
42	00:00:21:090	5	20	223				0,01988787	0,079551478	0,886998981
43	00:00:21:090	19	11	248				0,075573904	0,043753313	0,986438328
44	00:00:21:091	42	5	248				0,167058104	0,01988787	0,986438328
45	00:00:21:091	50	-1	239				0,198878695	-0,003977574	0,950640163
46	00:00:21:091	39	-6	245				0,155125382	-0,023865443	0,974505607
47	00:00:21:091	24	-2	257				0,095461774	-0,007955148	1,022236493
48	00:00:21:091	34	0	251				0,135237513	0	0,99837105
49	00:00:21:091	53	-1	237				0,210811417	-0,003977574	0,942685015
50	00:00:21:091	52	1	242				0,206833843	0,003977574	0,962572885
51	00:00:21:091	52	2	255				0,206833843	0,007955148	1,014281346
52	00:00:21:091	48	5	262				0,190923547	0,01988787	1,042124363
53	00:00:21:091	37	6	253				0,147170234	0,023865443	1,006326198
54	00:00:21:091	29	1	252				0,115349643	0,003977574	1,002348624
55	00:00:21:092	28	4	261				0,111372069	0,015910296	1,038146789
56	00:00:21:092	22	8	262				0,087506626	0,031820591	1,042124363
57	00:00:21:092	24	10	257				0,095461774	0,039775739	1,022236493
58	00:00:21:092	27	9	242				0,107394495	0,035798165	0,962572885
59	00:00:21:092	22	10	239				0,087506626	0,039775739	0,950640163
60	00:00:21:092	14	10	246				0,055686035	0,039775739	0,97848318
61	00:00:21:092	8	15	254				0,031820591	0,059663609	1,010303772
62	00:00:21:093	9	14	262				0,035798165	0,055686035	1,042124363
63	00:00:21:093	13	11	263				0,051708461	0,043753313	1,046101937
64	00:00:21:093	19	1	246				0,075573904	0,003977574	0,97848318
65	00:00:21:093	17	4	234				0,067618756	0,015910296	0,930752294
66	00:00:21:093	21	1	235				0,083529052	0,003977574	0,934729867
67	00:00:21:093	18	2	247				0,07159633	0,007955148	0,982460754
68	00:00:21:093	16	8	256				0,063641182	0,031820591	1,018258919
69	00:00:21:093	30	4	256				0,119327217	0,015910296	1,018258919
70	00:00:21:093	30	4	257				0,119327217	0,015910296	1,022236493
71	00:00:21:093	29	8	251				0,115349643	0,031820591	0,99837105
72	00:00:21:093	26	9	248				0,103416922	0,035798165	0,986438328
73	00:00:21:093	26	7	252				0,103416922	0,027843017	1,002348624
74	00:00:21:093	21	8	244				0,083529052	0,031820591	0,970528033
75	00:00:21:093	5	9	245				0,01988787	0,035798165	0,974505607
76	00:00:21:093	7	8	246				0,027843017	0,031820591	0,97848318
77	00:00:21:093	19	7	250				0,075573904	0,027843017	0,994393476
78	00:00:21:093	24	10	257				0,095461774	0,039775739	1,022236493
79	00:00:21:094	25	9	255				0,099439348	0,035798165	1,014281346
80	00:00:21:094	22	8	247				0,087506626	0,031820591	0,982460754
81	00:00:21:094	15	11	245				0,059663609	0,043753313	0,974505607
82	00:00:21:094	6	8	239				0,023865443	0,031820591	0,950640163
83	00:00:21:094	2	13	242				0,007955148	0,051708461	0,962572885
84	00:00:21:094	10	7	243				0,039775739	0,027843017	0,966550459
85	00:00:21:094	11	10	255				0,043753313	0,039775739	1,014281346
86	00:00:21:094	16	9	262				0,063641182	0,035798165	1,042124363
87	00:00:21:094	20	8	257				0,079551478	0,031820591	1,022236493
88	00:00:21:094	16	8	255				0,063641182	0,031820591	1,014281346
89	00:00:21:094	20	4	247				0,079551478	0,015910296	0,982460754
90	00:00:21:094	21	6	236				0,083529052	0,023865443	0,938707441
91	00:00:21:094	16	6	241				0,063641182	0,023865443	0,958595311
92	00:00:21:094	9	7	252				0,035798165	0,027843017	1,002348624
93	00:00:21:094	12	6	256				0,047730887	0,023865443	1,018258919
94	00:00:21:094	14	5	259				0,055686035	0,01988787	1,030191641
95	00:00:21:095	20	4	254				0,079551478	0,015910296	1,010303772
96	00:00:21:095	27	5	249				0,107394495	0,01988787	0,990415902
97	00:00:21:095	23	6	251				0,0914842	0,023865443	0,99837105
98	00:00:21:096	16	8	244				0,063641182	0,031820591	0,970528033
99	00:00:21:096	12	11	246				0,047730887	0,043753313	0,97848318
100	00:00:22:083	6	13	242				0,023865443	0,051708461	0,962572885
101	00:00:22:083	2	11	247				0,007955148	0,043753313	0,982460754
102	00:00:22:083	3	11	254				0,011932722	0,043753313	1,010303772
103	00:00:22:083	7	6	255				0,027843017	0,023865443	1,014281346
104	00:00:22:083	10	5	255				0,039775739	0,01988787	1,014281346
105	00:00:22:084	18	2	256				0,07159633	0,007955148	1,018258919
106	00:00:22:084	21	4	249				0,083529052	0,015910296	0,990415902
107	00:00:22:084	18	0	252				0,07159633	0	1,002348624
108	00:00:22:084	15	2	252				0,059663609	0,007955148	1,002348624
109	00:00:22:084	19	2	254				0,075573904	0,007955148	1,010303772
110	00:00:22:084	21	-1	248				0,083529052	-0,003977574	0,986438328
111	00:00:22:084	18	0	241				0,07159633	0	0,958595311
112	00:00:22:084	8	3	242				0,031820591	0,011932722	0,962572885
113	00:00:22:084	1	0	255				0,003977574	0	1,014281346
114	00:00:22:085	4	4	260				0,015910296	0,015910296	1,034169215
115	00:00:22:085	5	5	255				0,01988787	0,01988787	1,014281346
116	00:00:22:085	11	1	255				0,043753313	0,003977574	1,014281346
117	00:00:22:085	5	2	247				0,01988787	0,007955148	0,982460754
118	00:00:22:085	12	3	251				0,047730887	0,011932722	0,99837105
119	00:00:22:085	18	-1	247				0,07159633	-0,003977574	0,982460754
120	00:00:22:085	19	-2	242				0,075573904	-0,007955148	0,962572885
121	00:00:22:085	17	-3	245				0,067618756	-0,011932722	0,974505607
122	00:00:22:085	20	-6	240				0,079551478	-0,023865443	0,954617737
123	00:00:22:085	29	-6	248				0,115349643	-0,023865443	0,986438328
124	00:00:22:085	29	-4	251				0,115349643	-0,015910296	0,99837105
125	00:00:22:085	23	-2	250				0,0914842	-0,007955148	0,994393476
126	00:00:22:085	9	0	253				0,035798165	0	1,006326198
127	00:00:22:085	13	-4	248				0,051708461	-0,015910296	0,986438328
128	00:00:22:085	6	0	247				0,023865443	0	0,982460754
129	00:00:22:085	-11	1	248				-0,043753313	0,003977574	0,986438328
130	00:00:22:085	-17	1	259				-0,067618756	0,003977574	1,030191641
131	00:00:22:086	-12	2	264				-0,047730887	0,007955148	1,050079511
132	00:00:22:086	-4	2	253				-0,015910296	0,007955148	1,006326198
133	00:00:22:086	-9	0	249				-0,035798165	0	0,990415902
134	00:00:22:086	-6	-2	233				-0,023865443	-0,007955148	0,92677472
135	00:00:22:086	-12	-3	243				-0,047730887	-0,011932722	0,966550459
136	00:00:22:086	-8	2	273				-0,031820591	0,007955148	1,085877676
137	00:00:22:086	-3	-6	281				-0,011932722	-0,023865443	1,117698267
138	00:00:22:086	2	-11	273				0,007955148	-0,043753313	1,085877676
139	00:00:22:086	2	-24	267				0,007955148	-0,095461774	1,062012232
140	00:00:22:086	-7	-35	281				-0,027843017	-0,139215087	1,117698267
141	00:00:22:086	-4	-37	307				-0,015910296	-0,147170234	1,221115189
142	00:00:22:086	12	-54	333				0,047730887	-0,214788991	1,32453211
143	00:00:22:086	14	-72	362				0,055686035	-0,286385321	1,439881753
144	00:00:22:086	16	-95	424				0,063641182	-0,377869521	1,686491335
145	00:00:22:087	46	-120	511				0,1829684	-0,477308869	2,032540265
146	00:00:22:087	76	-139	511				0,302295617	-0,552882773	2,032540265
147	00:00:22:087	64	-162	511				0,25456473	-0,644366972	2,032540265
148	00:00:22:088	69	-158	511				0,274452599	-0,628456677	2,032540265
149	00:00:22:088	104	-169	511				0,413667686	-0,67220999	2,032540265
150	00:00:22:088	82	-167	511				0,32616106	-0,664254842	2,032540265
151	00:00:22:088	17	-162	511				0,067618756	-0,644366972	2,032540265
152	00:00:22:088	-82	-156	511				-0,32616106	-0,620501529	2,032540265
153	00:00:22:088	-197	-155	511				-0,783582059	-0,616523955	2,032540265
154	00:00:22:088	-300	-176	511				-1,193272171	-0,700053007	2,032540265
155	00:00:22:088	-414	-203	511				-1,646715596	-0,807447503	2,032540265
156	00:00:22:088	-512	-246	511				-2,036517839	-0,97848318	2,032540265
157	00:00:22:088	-512	-310	511				-2,036517839	-1,23304791	2,032540265
158	00:00:22:088	-512	-363	511				-2,036517839	-1,443859327	2,032540265
159	00:00:22:088	-512	-418	313				-2,036517839	-1,662625892	1,244980632
160	00:00:22:088	-512	-455	33				-2,036517839	-1,809796126	0,131259939
161	00:00:22:088	-512	-485	-158				-2,036517839	-1,929123344	-0,628456677
162	00:00:22:089	-512	-497	-216				-2,036517839	-1,97685423	-0,859155963
163	00:00:22:089	-512	-504	-250				-2,036517839	-2,004697248	-0,994393476
164	00:00:22:089	-512	-512	-437				-2,036517839	-2,036517839	-1,738199796
165	00:00:22:089	-512	-488	-512				-2,036517839	-1,941056065	-2,036517839
166	00:00:22:089	-501	-476	-512				-1,992764526	-1,893325178	-2,036517839
167	00:00:22:089	-387	-453	-512				-1,539321101	-1,801840979	-2,036517839
168	00:00:22:089	-301	-400	-512				-1,197249745	-1,591029562	-2,036517839
169	00:00:22:089	-205	-346	-512				-0,81540265	-1,376240571	-2,036517839
170	00:00:22:089	-105	-289	-512				-0,41764526	-1,149518858	-2,036517839
171	00:00:22:089	-24	-246	-512				-0,095461774	-0,97848318	-2,036517839
172	00:00:22:089	19	-213	-512				0,075573904	-0,847223242	-2,036517839
173	00:00:22:089	11	-207	-512				0,043753313	-0,823357798	-2,036517839
174	00:00:22:089	-29	-231	-512				-0,115349643	-0,918819572	-2,036517839
175	00:00:22:089	-99	-274	-512				-0,393779817	-1,08985525	-2,036517839
176	00:00:22:089	-205	-313	-512				-0,81540265	-1,244980632	-2,036517839
177	00:00:22:092	-324	-344	-512				-1,288733945	-1,368285423	-2,036517839
178	00:00:22:092	-401	-393	-512				-1,595007136	-1,563186544	-2,036517839
179	00:00:22:092	-507	-474	-512				-2,016629969	-1,885370031	-2,036517839
180	00:00:22:092	-512	-512	-512				-2,036517839	-2,036517839	-2,036517839
181	00:00:22:092	-512	-512	-371				-2,036517839	-2,036517839	-1,475679918
182	00:00:22:092	-512	-512	-82				-2,036517839	-2,036517839	-0,32616106
183	00:00:22:092	-512	-512	384				-2,036517839	-2,036517839	1,527388379
184	00:00:22:092	-512	-512	511				-2,036517839	-2,036517839	2,032540265
185	00:00:22:092	-512	-512	511				-2,036517839	-2,036517839	2,032540265
186	00:00:22:092	-512	-476	511				-2,036517839	-1,893325178	2,032540265
187	00:00:22:092	-351	-376	511				-1,39612844	-1,495567788	2,032540265
188	00:00:22:093	-168	-277	511				-0,668232416	-1,101787971	2,032540265
189	00:00:22:093	-130	-205	511				-0,517084608	-0,81540265	2,032540265
190	00:00:22:093	-137	-158	511				-0,544927625	-0,628456677	2,032540265
191	00:00:22:094	-117	-141	511				-0,465376147	-0,56083792	2,032540265
192	00:00:22:094	-71	-125	511				-0,282407747	-0,497196738	2,032540265
193	00:00:22:094	-14	-120	511				-0,055686035	-0,477308869	2,032540265
194	00:00:22:094	16	-103	511				0,063641182	-0,409690112	2,032540265
195	00:00:22:094	21	-71	461				0,083529052	-0,282407747	1,83366157
196	00:00:22:094	-18	-50	321				-0,07159633	-0,198878695	1,276801223
197	00:00:22:094	-69	-17	237				-0,274452599	-0,067618756	0,942685015
198	00:00:22:094	-88	-1	178				-0,350026504	-0,003977574	0,708008155
199	00:00:22:094	-94	0	156				-0,373891947	0	0,620501529
0	00:00:23:120	-84	-7	169				-0,334116208	-0,027843017	0,67220999
1	00:00:23:121	-61	-11	174				-0,242632008	-0,043753313	0,692097859
2	00:00:23:121	-46	-18	172				-0,1829684	-0,07159633	0,684142712
3	00:00:23:121	-14	-27	182				-0,055686035	-0,107394495	0,723918451
4	00:00:23:121	23	-34	201				0,0914842	-0,135237513	0,799492355
5	00:00:23:121	47	-40	213				0,186945973	-0,159102956	0,847223242
6	00:00:23:121	59	-41	211				0,23467686	-0,16308053	0,839268094
7	00:00:23:124	50	-49	196				0,198878695	-0,194901121	0,779604485
8	00:00:23:124	51	-46	213				0,202856269	-0,1829684	0,847223242
9	00:00:23:124	52	-49	221				0,206833843	-0,194901121	0,879043833
10	00:00:23:124	51	-42	225				0,202856269	-0,167058104	0,894954128
11	00:00:23:124	44	-41	242				0,175013252	-0,16308053	0,962572885
12	00:00:23:124	35	-39	266				0,139215087	-0,155125382	1,058034659
13	00:00:23:124	34	-36	274				0,135237513	-0,143192661	1,08985525
14	00:00:23:124	32	-31	279				0,127282365	-0,123304791	1,109743119
15	00:00:23:124	20	-23	279				0,079551478	-0,0914842	1,109743119
16	00:00:23:124	11	-20	284				0,043753313	-0,079551478	1,129630989
17	00:00:23:125	3	-11	290				0,011932722	-0,043753313	1,153496432
18	00:00:23:125	8	-9	267				0,031820591	-0,035798165	1,062012232
19	00:00:23:125	3	-11	247				0,011932722	-0,043753313	0,982460754
20	00:00:23:125	3	-8	241				0,011932722	-0,031820591	0,958595311
21	00:00:23:125	11	-12	254				0,043753313	-0,047730887	1,010303772
22	00:00:23:125	15	-8	263				0,059663609	-0,031820591	1,046101937
23	00:00:23:125	24	-13	266				0,095461774	-0,051708461	1,058034659
24	00:00:23:126	29	-14	262				0,115349643	-0,055686035	1,042124363
25	00:00:23:126	25	-16	256				0,099439348	-0,063641182	1,018258919
26	00:00:23:126	22	-11	253				0,087506626	-0,043753313	1,006326198
27	00:00:23:126	14	-9	253				0,055686035	-0,035798165	1,006326198
28	00:00:23:126	9	-8	256				0,035798165	-0,031820591	1,018258919
29	00:00:23:126	10	-12	254				0,039775739	-0,047730887	1,010303772
30	00:00:23:126	5	-12	262				0,01988787	-0,047730887	1,042124363
31	00:00:23:126	9	-8	260				0,035798165	-0,031820591	1,034169215
32	00:00:23:126	19	-10	256				0,075573904	-0,039775739	1,018258919
33	00:00:23:126	19	-10	246				0,075573904	-0,039775739	0,97848318
34	00:00:23:126	20	-9	240				0,079551478	-0,035798165	0,954617737
35	00:00:23:126	13	-10	246				0,051708461	-0,039775739	0,97848318
36	00:00:23:126	15	-9	253				0,059663609	-0,035798165	1,006326198
37	00:00:23:126	16	-8	256				0,063641182	-0,031820591	1,018258919
38	00:00:23:126	25	-9	260				0,099439348	-0,035798165	1,034169215
39	00:00:23:126	27	-9	264				0,107394495	-0,035798165	1,050079511
40	00:00:23:126	27	-6	266				0,107394495	-0,023865443	1,058034659
41	00:00:23:127	33	-10	258				0,131259939	-0,039775739	1,026214067
42	00:00:23:127	34	-11	254				0,135237513	-0,043753313	1,010303772
43	00:00:23:127	30	-10	238				0,119327217	-0,039775739	0,946662589
44	00:00:23:127	24	-6	235				0,095461774	-0,023865443	0,934729867
45	00:00:23:127	26	-7	243				0,103416922	-0,027843017	0,966550459
46	00:00:23:127	25	-7	245				0,099439348	-0,027843017	0,974505607
47	00:00:23:127	26	-6	251				0,103416922	-0,023865443	0,99837105
48	00:00:23:127	26	-9	245				0,103416922	-0,035798165	0,974505607
49	00:00:23:127	26	-5	251				0,103416922	-0,01988787	0,99837105
50	00:00:23:127	23	-6	255				0,0914842	-0,023865443	1,014281346
51	00:00:23:127	17	-7	261				0,067618756	-0,027843017	1,038146789
52	00:00:23:127	24	-2	258				0,095461774	-0,007955148	1,026214067
53	00:00:23:127	26	-9	241				0,103416922	-0,035798165	0,958595311
54	00:00:23:127	22	-6	238				0,087506626	-0,023865443	0,946662589
55	00:00:24:000	20	-6	239				0,079551478	-0,023865443	0,950640163
56	00:00:24:000	24	-6	246				0,095461774	-0,023865443	0,97848318
57	00:00:24:000	24	-4	243				0,095461774	-0,015910296	0,966550459
58	00:00:24:000	26	-8	243				0,103416922	-0,031820591	0,966550459
59	00:00:24:001	32	-9	243				0,127282365	-0,035798165	0,966550459
60	00:00:24:001	31	-8	253				0,123304791	-0,031820591	1,006326198
61	00:00:24:001	27	-11	256				0,107394495	-0,043753313	1,018258919
62	00:00:24:001	23	-6	255				0,0914842	-0,023865443	1,014281346
63	00:00:24:001	23	-7	256				0,0914842	-0,027843017	1,018258919
64	00:00:24:001	32	-12	257				0,127282365	-0,047730887	1,022236493
65	00:00:24:001	35	-10	248				0,139215087	-0,039775739	0,986438328
66	00:00:24:001	26	-13	239				0,103416922	-0,051708461	0,950640163
67	00:00:24:001	28	-13	242				0,111372069	-0,051708461	0,962572885
68	00:00:24:001	40	-11	243				0,159102956	-0,043753313	0,966550459
69	00:00:24:001	37	-11	242				0,147170234	-0,043753313	0,962572885
70	00:00:24:001	28	-8	257				0,111372069	-0,031820591	1,022236493
71	00:00:24:001	30	-8	267				0,119327217	-0,031820591	1,062012232
72	00:00:24:001	26	-6	266				0,103416922	-0,023865443	1,058034659
73	00:00:24:001	27	-6	260				0,107394495	-0,023865443	1,034169215
74	00:00:24:001	33	-7	257				0,131259939	-0,027843017	1,022236493
75	00:00:24:002	34	-5	254				0,135237513	-0,01988787	1,010303772
76	00:00:24:002	44	-10	248				0,175013252	-0,039775739	0,986438328
77	00:00:24:002	50	-2	250				0,198878695	-0,007955148	0,994393476
78	00:00:24:002	54	-3	240				0,214788991	-0,011932722	0,954617737
79	00:00:24:002	54	-3	245				0,214788991	-0,011932722	0,974505607
80	00:00:24:002	54	0	240				0,214788991	0	0,954617737
81	00:00:24:002	51	-1	248				0,202856269	-0,003977574	0,986438328
82	00:00:24:002	28	1	257				0,111372069	0,003977574	1,022236493
83	00:00:24:002	14	6	270				0,055686035	0,023865443	1,073944954
84	00:00:24:002	24	4	273				0,095461774	0,015910296	1,085877676
85	00:00:24:002	34	3	265				0,135237513	0,011932722	1,054057085
86	00:00:24:002	29	3	261				0,115349643	0,011932722	1,038146789
87	00:00:24:002	34	4	259				0,135237513	0,015910296	1,030191641
88	00:00:24:002	34	9	255				0,135237513	0,035798165	1,014281346
89	00:00:24:002	32	10	257				0,127282365	0,039775739	1,022236493
90	00:00:24:002	25	10	267				0,099439348	0,039775739	1,062012232
91	00:00:24:002	31	5	268				0,123304791	0,01988787	1,065989806
92	00:00:24:003	38	3	268				0,151147808	0,011932722	1,065989806
93	00:00:24:003	34	-2	273				0,135237513	-0,007955148	1,085877676
94	00:00:24:003	21	0	294				0,083529052	0	1,169406728
95	00:00:24:003	3	0	305				0,011932722	0	1,213160041
96	00:00:24:003	-13	-3	316				-0,051708461	-0,011932722	1,256913354
97	00:00:24:003	-33	1	322				-0,131259939	0,003977574	1,280778797
98	00:00:24:004	-50	1	324				-0,198878695	0,003977574	1,288733945
99	00:00:24:004	-60	3	338				-0,238654434	0,011932722	1,34441998
100	00:00:24:117	-43	3	326				-0,171035678	0,011932722	1,296689093
101	00:00:24:117	-7	-7	310				-0,027843017	-0,027843017	1,23304791
102	00:00:24:117	8	-8	311				0,031820591	-0,031820591	1,237025484
103	00:00:24:117	11	-3	318				0,043753313	-0,011932722	1,264868502
104	00:00:24:117	17	-4	314				0,067618756	-0,015910296	1,248958206
105	00:00:24:117	16	-11	298				0,063641182	-0,043753313	1,185317023
106	00:00:24:117	-9	-9	318				-0,035798165	-0,035798165	1,264868502
107	00:00:24:117	-41	-2	347				-0,16308053	-0,007955148	1,380218145
108	00:00:24:117	-59	-8	370				-0,23467686	-0,031820591	1,471702345
109	00:00:24:118	-49	-14	386				-0,194901121	-0,055686035	1,535343527
110	00:00:24:118	-20	-24	423				-0,079551478	-0,095461774	1,682513761
111	00:00:24:118	3	-9	433				0,011932722	-0,035798165	1,722289501
112	00:00:24:118	29	-17	435				0,115349643	-0,067618756	1,730244648
113	00:00:24:119	44	-25	406				0,175013252	-0,099439348	1,614895005
114	00:00:24:119	46	-37	402				0,1829684	-0,147170234	1,598984709
115	00:00:24:119	45	-41	412				0,178990826	-0,16308053	1,638760449
116	00:00:24:119	19	-30	458				0,075573904	-0,119327217	1,821728848
117	00:00:24:119	11	-23	507				0,043753313	-0,0914842	2,016629969
118	00:00:24:119	-4	-20	511				-0,015910296	-0,079551478	2,032540265
119	00:00:24:119	-29	-19	505				-0,115349643	-0,075573904	2,008674822
120	00:00:24:119	-59	-10	492				-0,23467686	-0,039775739	1,956966361
121	00:00:24:119	-100	2	476				-0,39775739	0,007955148	1,893325178
122	00:00:24:119	-110	2	486				-0,437533129	0,007955148	1,933100917
123	00:00:24:119	-114	2	508				-0,453443425	0,007955148	2,020607543
124	00:00:24:119	-91	7	511				-0,361959225	0,027843017	2,032540265
125	00:00:24:120	-58	5	511				-0,230699286	0,01988787	2,032540265
126	00:00:24:120	-26	-1	501				-0,103416922	-0,003977574	1,992764526
127	00:00:24:120	-25	-7	484				-0,099439348	-0,027843017	1,92514577
128	00:00:24:120	-61	6	509				-0,242632008	0,023865443	2,024585117
129	00:00:24:120	-79	7	511				-0,314228338	0,027843017	2,032540265
130	00:00:24:120	-97	12	504				-0,385824669	0,047730887	2,004697248
131	00:00:24:120	-120	19	476				-0,477308869	0,075573904	1,893325178
132	00:00:24:120	-127	24	461				-0,505151886	0,095461774	1,83366157
133	00:00:24:120	-131	26	456				-0,521062181	0,103416922	1,8137737
134	00:00:24:120	-102	18	428				-0,405712538	0,07159633	1,702401631
135	00:00:24:120	-81	7	389				-0,322183486	0,027843017	1,547276249
136	00:00:24:120	-97	13	342				-0,385824669	0,051708461	1,360330275
137	00:00:24:120	-100	2	284				-0,39775739	0,007955148	1,129630989
138	00:00:24:120	-74	-10	226				-0,294340469	-0,039775739	0,898931702
139	00:00:24:120	-63	-5	159				-0,250587156	-0,01988787	0,632434251
140	00:00:24:120	-58	-17	67				-0,230699286	-0,067618756	0,266497452
141	00:00:24:121	-138	-11	22				-0,548905199	-0,043753313	0,087506626
142	00:00:24:121	9	-1	-12				0,035798165	-0,003977574	-0,047730887
143	00:00:24:121	21	1	-12				0,083529052	0,003977574	-0,047730887
144	00:00:24:121	19	4	-11				0,075573904	0,015910296	-0,043753313
145	00:00:24:121	16	2	-7				0,063641182	0,007955148	-0,027843017
146	00:00:24:121	19	3	-13				0,075573904	0,011932722	-0,051708461
147	00:00:24:121	19	2	-9				0,075573904	0,007955148	-0,035798165
148	00:00:24:121	20	2	-8				0,079551478	0,007955148	-0,031820591
149	00:00:24:121	20	3	-11				0,079551478	0,011932722	-0,043753313
150	00:00:24:121	19	3	-9				0,075573904	0,011932722	-0,035798165
151	00:00:24:121	19	3	-8				0,075573904	0,011932722	-0,031820591
152	00:00:24:122	20	2	-10				0,079551478	0,007955148	-0,039775739
153	00:00:24:122	19	3	-8				0,075573904	0,011932722	-0,031820591
154	00:00:24:122	19	2	-10				0,075573904	0,007955148	-0,039775739
155	00:00:24:122	21	2	-3				0,083529052	0,007955148	-0,011932722
156	00:00:24:122	19	3	-5				0,075573904	0,011932722	-0,01988787
157	00:00:24:122	20	0	-9				0,079551478	0	-0,035798165
158	00:00:24:123	22	2	-6				0,087506626	0,007955148	-0,023865443
159	00:00:24:123	17	3	-5				0,067618756	0,011932722	-0,01988787
160	00:00:24:123	23	1	-5				0,0914842	0,003977574	-0,01988787
161	00:00:24:123	20	2	-4				0,079551478	0,007955148	-0,015910296
162	00:00:24:123	20	2	-8				0,079551478	0,007955148	-0,031820591
163	00:00:24:123	19	5	-11				0,075573904	0,01988787	-0,043753313
164	00:00:24:123	18	2	-1				0,07159633	0,007955148	-0,003977574
165	00:00:24:123	18	4	-9				0,07159633	0,015910296	-0,035798165
166	00:00:24:123	19	2	-7				0,075573904	0,007955148	-0,027843017
167	00:00:24:123	20	1	-8				0,079551478	0,003977574	-0,031820591
168	00:00:24:123	19	2	-5				0,075573904	0,007955148	-0,01988787
169	00:00:24:123	21	3	-9				0,083529052	0,011932722	-0,035798165
170	00:00:24:123	19	3	-2				0,075573904	0,011932722	-0,007955148
171	00:00:24:123	21	1	-3				0,083529052	0,003977574	-0,011932722
172	00:00:24:123	16	5	-4				0,063641182	0,01988787	-0,015910296
173	00:00:24:123	23	1	-10				0,0914842	0,003977574	-0,039775739
174	00:00:24:123	20	3	-8				0,079551478	0,011932722	-0,031820591
175	00:00:24:123	20	4	-4				0,079551478	0,015910296	-0,015910296
176	00:00:24:124	21	5	-8				0,083529052	0,01988787	-0,031820591
177	00:00:24:124	19	5	-8				0,075573904	0,01988787	-0,031820591
178	00:00:24:124	20	4	-8				0,079551478	0,015910296	-0,031820591
179	00:00:24:124	22	4	-1				0,087506626	0,015910296	-0,003977574
180	00:00:24:124	20	4	-3				0,079551478	0,015910296	-0,011932722
181	00:00:24:124	20	4	-6				0,079551478	0,015910296	-0,023865443
182	00:00:24:124	20	2	-10				0,079551478	0,007955148	-0,039775739
183	00:00:24:124	18	2	-10				0,07159633	0,007955148	-0,039775739
184	00:00:24:124	18	5	-10				0,07159633	0,01988787	-0,039775739
185	00:00:24:124	18	6	-8				0,07159633	0,023865443	-0,031820591
186	00:00:24:124	18	5	-8				0,07159633	0,01988787	-0,031820591
187	00:00:24:124	20	2	-10				0,079551478	0,007955148	-0,039775739
188	00:00:24:124	20	3	-10				0,079551478	0,011932722	-0,039775739
189	00:00:24:124	17	5	-14				0,067618756	0,01988787	-0,055686035
190	00:00:24:124	19	2	-5				0,075573904	0,007955148	-0,01988787
191	00:00:24:125	16	6	-9				0,063641182	0,023865443	-0,035798165
192	00:00:24:125	19	1	-10				0,075573904	0,003977574	-0,039775739
